NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE
Good,3,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Gregg,1,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Hill,4,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Maclay,1,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Mill,1,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Mitch,4,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Moore,1,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Pope,4,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Rob,1,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
MD,1,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Sumter,1,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Thrus,6,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Tiff,1,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Turn,1,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
White,1,Cmte on Giles motion about Habeus Corpus amended - 5 members,,Feb,18,1808,10,10
Adams,3,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
And,2,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Bradl,5,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Craw,1,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Frank,2,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Gregg,1,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Hill,4,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Maclay,2,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Mitch,2,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Park,1,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Pope,15,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
MD,1,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
NY,3,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
TN,1,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Thrus,9,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Tift,5,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Turner,1,Cmte on Pope's motion on Kentucky legislature's instructions about a road,,Feb,19,1808,10,10
Adams,5,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Bradl,7,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Cond,1,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Craw,1,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Frank,3,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Giles,11,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Gilm,1,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Good,1,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Gregg,1,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Hill,2,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Maclay,21,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Mit,1,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Parker,1,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Pick,3,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Pope,7,Cmte on Hull and other nominations,,Feb,23,1808,10,10
MD,1,Cmte on Hull and other nominations,,Feb,23,1808,10,10
NY,1,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Thrus,2,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Tiff,18,Cmte on Hull and other nominations,,Feb,23,1808,10,10
Adams,2,Cmte on R William and A Grimes,,Feb,23,1808,10,10
And,2,Cmte on R William and A Grimes,,Feb,23,1808,10,10
Bradl,2,Cmte on R William and A Grimes,,Feb,23,1808,10,10
Cond,1,Cmte on R William and A Grimes,,Feb,23,1808,10,10
Frank,9,Cmte on R William and A Grimes,,Feb,23,1808,10,10
giles,3,Cmte on R William and A Grimes,,Feb,23,1808,10,10
Gregg,2,Cmte on R William and A Grimes,,Feb,23,1808,10,10
Kit,1,Cmte on R William and A Grimes,,Feb,23,1808,10,10
Mill,8,Cmte on R William and A Grimes,,Feb,23,1808,10,10
Moore,3,Cmte on R William and A Grimes,,Feb,23,1808,10,10
Pope,5,Cmte on R William and A Grimes,,Feb,23,1808,10,10
MD,16,Cmte on R William and A Grimes,,Feb,23,1808,10,10
TN,1,Cmte on R William and A Grimes,,Feb,23,1808,10,10
Sumter,1,Cmte on R William and A Grimes,,Feb,23,1808,10,10
Thrus,1,Cmte on R William and A Grimes,,Feb,23,1808,10,10
Tiff,8,Cmte on R William and A Grimes,,Feb,23,1808,10,10
White,1,Cmte on R William and A Grimes,,Feb,23,1808,10,10
Adams,14,Cmte on library,,Feb,24,1808,10,10
And,2,Cmte on library,,Feb,24,1808,10,10
Bay,1,Cmte on library,,Feb,24,1808,10,10
Bradl,3,Cmte on library,,Feb,24,1808,10,10
Cond,1,Cmte on library,,Feb,24,1808,10,10
Craw,1,Cmte on library,,Feb,24,1808,10,10
Frank,1,Cmte on library,,Feb,24,1808,10,10
Giles,5,Cmte on library,,Feb,24,1808,10,10
Gregg,1,Cmte on library,,Feb,24,1808,10,10
Howl,1,Cmte on library,,Feb,24,1808,10,10
Kit,1,Cmte on library,,Feb,24,1808,10,10
Mall,1,Cmte on library,,Feb,24,1808,10,10
Mit,15,Cmte on library,,Feb,24,1808,10,10
Moore,1,Cmte on library,,Feb,24,1808,10,10
NY,1,Cmte on library,,Feb,24,1808,10,10
Thrus,4,Cmte on library,,Feb,24,1808,10,10
White,1,Cmte on library,,Feb,24,1808,10,10
Adams,10,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
And,10,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Bay,2,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Bradl,11,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Craw,6,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Giles,21,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Gilm,4,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Gregg,1,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Kit,1,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Maclay,2,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Math,1,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Mill,2,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Moore,2,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Pick,3,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Pope,2,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Reed,3,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
MD,16,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
NY,3,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
TN,1,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Sumt,18,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Thrus,2,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Turner,2,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
White,2,Cmte on message of PUS - 5 members,,Feb,25,1808,10,10
Adams,5,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Bay,1,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Bradl,4,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Craw,1,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Fran,4,Cmte on bill revenue bonds,,Feb,26,1808,10,10
gaill,1,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Giles,1,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Gilm,2,Cmte on bill revenue bonds,,Feb,26,1808,10,10
good,1,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Gregg,1,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Hill,2,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Maclay,1,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Mit,9,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Parker,3,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Pope,1,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Md,6,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Sumt,1,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Thrus,1,Cmte on bill revenue bonds,,Feb,26,1808,10,10
Adams,2,Cmte on military appropriation,,Feb,26,1808,10,10
And,7,Cmte on military appropriation,,Feb,26,1808,10,10
Bay,1,Cmte on military appropriation,,Feb,26,1808,10,10
Bradl,7,Cmte on military appropriation,,Feb,26,1808,10,10
Cond,1,Cmte on military appropriation,,Feb,26,1808,10,10
Frank,6,Cmte on military appropriation,,Feb,26,1808,10,10
Giles,2,Cmte on military appropriation,,Feb,26,1808,10,10
Gilm,2,Cmte on military appropriation,,Feb,26,1808,10,10
Gregg,2,Cmte on military appropriation,,Feb,26,1808,10,10
Howl,1,Cmte on military appropriation,,Feb,26,1808,10,10
Mill,3,Cmte on military appropriation,,Feb,26,1808,10,10
Parker,2,Cmte on military appropriation,,Feb,26,1808,10,10
Pick,1,Cmte on military appropriation,,Feb,26,1808,10,10
Reed,1,Cmte on military appropriation,,Feb,26,1808,10,10
MD,2,Cmte on military appropriation,,Feb,26,1808,10,10
NY,1,Cmte on military appropriation,,Feb,26,1808,10,10
Sumter,3,Cmte on military appropriation,,Feb,26,1808,10,10
Thrus,1,Cmte on military appropriation,,Feb,26,1808,10,10
Tiff,1,Cmte on military appropriation,,Feb,26,1808,10,10
Turner,2,Cmte on military appropriation,,Feb,26,1808,10,10
White,3,Cmte on military appropriation,,Feb,26,1808,10,10
Bay,1,Cmte on bill navy monument,,Feb,29,1808,10,10
Bradl,2,Cmte on bill navy monument,,Feb,29,1808,10,10
Cond,1,Cmte on bill navy monument,,Feb,29,1808,10,10
Craw,1,Cmte on bill navy monument,,Feb,29,1808,10,10
Frank,3,Cmte on bill navy monument,,Feb,29,1808,10,10
Gail,1,Cmte on bill navy monument,,Feb,29,1808,10,10
Good,1,Cmte on bill navy monument,,Feb,29,1808,10,10
Gregg,3,Cmte on bill navy monument,,Feb,29,1808,10,10
Hill,1,Cmte on bill navy monument,,Feb,29,1808,10,10
Howl,1,Cmte on bill navy monument,,Feb,29,1808,10,10
Kit,4,Cmte on bill navy monument,,Feb,29,1808,10,10
Mill,1,Cmte on bill navy monument,,Feb,29,1808,10,10
Mit,3,Cmte on bill navy monument,,Feb,29,1808,10,10
Pick,1,Cmte on bill navy monument,,Feb,29,1808,10,10
MD,6,Cmte on bill navy monument,,Feb,29,1808,10,10
NY,1,Cmte on bill navy monument,,Feb,29,1808,10,10
TN,1,Cmte on bill navy monument,,Feb,29,1808,10,10
Sumter,2,Cmte on bill navy monument,,Feb,29,1808,10,10
Tiff,1,Cmte on bill navy monument,,Feb,29,1808,10,10
Adams,3,cmte on bill purchase arms,,Mar,1,1808,10,10
And,1,cmte on bill purchase arms,,Mar,1,1808,10,10
Bradl,7,cmte on bill purchase arms,,Mar,1,1808,10,10
Cond,2,cmte on bill purchase arms,,Mar,1,1808,10,10
Craw,2,cmte on bill purchase arms,,Mar,1,1808,10,10
Frank,1,cmte on bill purchase arms,,Mar,1,1808,10,10
Gaill,1,cmte on bill purchase arms,,Mar,1,1808,10,10
Giles,3,cmte on bill purchase arms,,Mar,1,1808,10,10
Gilm,2,cmte on bill purchase arms,,Mar,1,1808,10,10
Good,1,cmte on bill purchase arms,,Mar,1,1808,10,10
Hill,1,cmte on bill purchase arms,,Mar,1,1808,10,10
Kit,1,cmte on bill purchase arms,,Mar,1,1808,10,10
Math,1,cmte on bill purchase arms,,Mar,1,1808,10,10
Mill,1,cmte on bill purchase arms,,Mar,1,1808,10,10
Moore,3,cmte on bill purchase arms,,Mar,1,1808,10,10
MD,18,cmte on bill purchase arms,,Mar,1,1808,10,10
Sumter,6,cmte on bill purchase arms,,Mar,1,1808,10,10
Thrus,2,cmte on bill purchase arms,,Mar,1,1808,10,10
Tiff,2,cmte on bill purchase arms,,Mar,1,1808,10,10
White,1,cmte on bill purchase arms,,Mar,1,1808,10,10
Adams,13,Cmte on John Smith's deposition,,Mar,1,1808,10,11
And,14,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Bay,2,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Bradl,4,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Frank,6,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Gail,1,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Gilm,1,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Good,3,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Gregg,1,Cmte on John Smith's deposition,,Mar,1,1808,10,11
hill,3,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Kit,2,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Maclay,2,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Mill,2,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Mit,1,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Moore,1,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Pick,1,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Pope,4,Cmte on John Smith's deposition,,Mar,1,1808,10,11
MD,1,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Tiff,11,Cmte on John Smith's deposition,,Mar,1,1808,10,11
White,2,Cmte on John Smith's deposition,,Mar,1,1808,10,11
Adams,8,Cmte on bill embargo,,Mar,2,1808,10,11
Bradley,2,Cmte on bill embargo,,Mar,2,1808,10,11
Craw,1,Cmte on bill embargo,,Mar,2,1808,10,11
Frank,2,Cmte on bill embargo,,Mar,2,1808,10,11
Gail,2,Cmte on bill embargo,,Mar,2,1808,10,11
Giles,3,Cmte on bill embargo,,Mar,2,1808,10,11
Gilm,1,Cmte on bill embargo,,Mar,2,1808,10,11
Gregg,2,Cmte on bill embargo,,Mar,2,1808,10,11
Hill,5,Cmte on bill embargo,,Mar,2,1808,10,11
Howl,1,Cmte on bill embargo,,Mar,2,1808,10,11
Kit,1,Cmte on bill embargo,,Mar,2,1808,10,11
Math,1,Cmte on bill embargo,,Mar,2,1808,10,11
Mill,2,Cmte on bill embargo,,Mar,2,1808,10,11
Mit,2,Cmte on bill embargo,,Mar,2,1808,10,11
Moore,2,Cmte on bill embargo,,Mar,2,1808,10,11
Pick,1,Cmte on bill embargo,,Mar,2,1808,10,11
MD,16,Cmte on bill embargo,,Mar,2,1808,10,11
NY,1,Cmte on bill embargo,,Mar,2,1808,10,11
Sumter,2,Cmte on bill embargo,,Mar,2,1808,10,11
Turner,1,Cmte on bill embargo,,Mar,2,1808,10,11
Adams,2,Cmte on bill contracts,,Mar,4,1808,10,11
And,11,Cmte on bill contracts,,Mar,4,1808,10,11
Bradl,1,Cmte on bill contracts,,Mar,4,1808,10,11
Cond,1,Cmte on bill contracts,,Mar,4,1808,10,11
Craw,3,Cmte on bill contracts,,Mar,4,1808,10,11
Frank,2,Cmte on bill contracts,,Mar,4,1808,10,11
Gaill,3,Cmte on bill contracts,,Mar,4,1808,10,11
Gilm,3,Cmte on bill contracts,,Mar,4,1808,10,11
Gregg,3,Cmte on bill contracts,,Mar,4,1808,10,11
Hill,2,Cmte on bill contracts,,Mar,4,1808,10,11
Howl,1,Cmte on bill contracts,,Mar,4,1808,10,11
Maclay,1,Cmte on bill contracts,,Mar,4,1808,10,11
Mill,1,Cmte on bill contracts,,Mar,4,1808,10,11
Mit,1,Cmte on bill contracts,,Mar,4,1808,10,11
Moore,1,Cmte on bill contracts,,Mar,4,1808,10,11
Parker,3,Cmte on bill contracts,,Mar,4,1808,10,11
Pope,1,Cmte on bill contracts,,Mar,4,1808,10,11
Reed,1,Cmte on bill contracts,,Mar,4,1808,10,11
Rob,2,Cmte on bill contracts,,Mar,4,1808,10,11
MD,1,Cmte on bill contracts,,Mar,4,1808,10,11
Sumter,1,Cmte on bill contracts,,Mar,4,1808,10,11
Thrus,4,Cmte on bill contracts,,Mar,4,1808,10,11
Tiff,1,Cmte on bill contracts,,Mar,4,1808,10,11
Turner,4,Cmte on bill contracts,,Mar,4,1808,10,11
White,1,Cmte on bill contracts,,Mar,4,1808,10,11
Adams,3,Cmte on bill IN courts,,Mar,4,1808,10,11
And,1,Cmte on bill IN courts,,Mar,4,1808,10,11
Bay,1,Cmte on bill IN courts,,Mar,4,1808,10,11
Bradl,4,Cmte on bill IN courts,,Mar,4,1808,10,11
Craw,6,Cmte on bill IN courts,,Mar,4,1808,10,11
Frank,5,Cmte on bill IN courts,,Mar,4,1808,10,11
Gaill,1,Cmte on bill IN courts,,Mar,4,1808,10,11
Giles,1,Cmte on bill IN courts,,Mar,4,1808,10,11
Gilm,2,Cmte on bill IN courts,,Mar,4,1808,10,11
Good,2,Cmte on bill IN courts,,Mar,4,1808,10,11
Gregg,2,Cmte on bill IN courts,,Mar,4,1808,10,11
Hill,11,Cmte on bill IN courts,,Mar,4,1808,10,11
Maclay,2,Cmte on bill IN courts,,Mar,4,1808,10,11
Math,1,Cmte on bill IN courts,,Mar,4,1808,10,11
Mill,2,Cmte on bill IN courts,,Mar,4,1808,10,11
Moore,2,Cmte on bill IN courts,,Mar,4,1808,10,11
Parker,2,Cmte on bill IN courts,,Mar,4,1808,10,11
Pick,1,Cmte on bill IN courts,,Mar,4,1808,10,11
Pope,3,Cmte on bill IN courts,,Mar,4,1808,10,11
Reed,1,Cmte on bill IN courts,,Mar,4,1808,10,11
TN,1,Cmte on bill IN courts,,Mar,4,1808,10,11
Thrus,3,Cmte on bill IN courts,,Mar,4,1808,10,11
Tiff,1,Cmte on bill IN courts,,Mar,4,1808,10,11
Turner,2,Cmte on bill IN courts,,Mar,4,1808,10,11
Bradl,7,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
Frank,8,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
Good,1,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
Maclay,2,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
Math,1,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
Mill,1,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
Moore,4,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
Parker,1,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
Pope,13,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
Robinson,3,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
NY,1,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
Thrus,3,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
Turn,1,Additional members to cmte on penal laws - from Jan-16,,Mar,7,1808,10,11
And,12,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Bay,10,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Bradl,2,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Craw,5,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Frank,2,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Gaill,1,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Giles,3,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Gregg,2,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Mill,4,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Mit,1,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Pick,2,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
MD,8,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Sumter,1,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Thrus,1,Additional cmte on bill drawbacks - from Feb-3,,Mar,9,1808,10,11
Adams,2,Cmte on sale public arms,,Mar,10,1808,10,11
Bradl,3,Cmte on sale public arms,,Mar,10,1808,10,11
Cond,2,Cmte on sale public arms,,Mar,10,1808,10,11
Frank,1,Cmte on sale public arms,,Mar,10,1808,10,11
Gail,6,Cmte on sale public arms,,Mar,10,1808,10,11
Giles,1,Cmte on sale public arms,,Mar,10,1808,10,11
Gilm,2,Cmte on sale public arms,,Mar,10,1808,10,11
Good,2,Cmte on sale public arms,,Mar,10,1808,10,11
Gregg,2,Cmte on sale public arms,,Mar,10,1808,10,11
Howl,1,Cmte on sale public arms,,Mar,10,1808,10,11
Kit,3,Cmte on sale public arms,,Mar,10,1808,10,11
Math,2,Cmte on sale public arms,,Mar,10,1808,10,11
Mill,3,Cmte on sale public arms,,Mar,10,1808,10,11
Mit,1,Cmte on sale public arms,,Mar,10,1808,10,11
Moore,3,Cmte on sale public arms,,Mar,10,1808,10,11
Parker,1,Cmte on sale public arms,,Mar,10,1808,10,11
Pick,2,Cmte on sale public arms,,Mar,10,1808,10,11
Reed,11,Cmte on sale public arms,,Mar,10,1808,10,11
Rob,2,Cmte on sale public arms,,Mar,10,1808,10,11
MD,1,Cmte on sale public arms,,Mar,10,1808,10,11
NY,2,Cmte on sale public arms,,Mar,10,1808,10,11
TN,3,Cmte on sale public arms,,Mar,10,1808,10,11
Sum,1,Cmte on sale public arms,,Mar,10,1808,10,11
Thrus,1,Cmte on sale public arms,,Mar,10,1808,10,11
White,3,Cmte on sale public arms,,Mar,10,1808,10,11
Adams,3,Cmte on amendment to Sappelo lighthouse,,Mar,11,1808,10,11
Bay,1,Cmte on amendment to Sappelo lighthouse,,Mar,11,1808,10,11
Frank,3,Cmte on amendment to Sappelo lighthouse,,Mar,11,1808,10,11
Gil,1,Cmte on amendment to Sappelo lighthouse,,Mar,11,1808,10,11
Good,6,Cmte on amendment to Sappelo lighthouse,,Mar,11,1808,10,11
Gregg,1,Cmte on amendment to Sappelo lighthouse,,Mar,11,1808,10,11
Hill,2,Cmte on amendment to Sappelo lighthouse,,Mar,11,1808,10,11
Howl,1,Cmte on amendment to Sappelo lighthouse,,Mar,11,1808,10,11
Mil,13,Cmte on amendment to Sappelo lighthouse,,Mar,11,1808,10,11
Mit,15,Cmte on amendment to Sappelo lighthouse,,Mar,11,1808,10,11
MD,1,Cmte on amendment to Sappelo lighthouse,,Mar,11,1808,10,11
Sumter,1,Cmte on amendment to Sappelo lighthouse,,Mar,11,1808,10,11
Adams,4,Cmte on bill land warrants,,Mar,11,1808,10,11
And,4,Cmte on bill land warrants,,Mar,11,1808,10,11
Bradl,3,Cmte on bill land warrants,,Mar,11,1808,10,11
Cond,1,Cmte on bill land warrants,,Mar,11,1808,10,11
Craw,1,Cmte on bill land warrants,,Mar,11,1808,10,11
Frank,9,Cmte on bill land warrants,,Mar,11,1808,10,11
Gail,2,Cmte on bill land warrants,,Mar,11,1808,10,11
Good,3,Cmte on bill land warrants,,Mar,11,1808,10,11
Gregg,14,Cmte on bill land warrants,,Mar,11,1808,10,11
Howl,1,Cmte on bill land warrants,,Mar,11,1808,10,11
Kit,2,Cmte on bill land warrants,,Mar,11,1808,10,11
Math,1,Cmte on bill land warrants,,Mar,11,1808,10,11
Mit,1,Cmte on bill land warrants,,Mar,11,1808,10,11
Park,1,Cmte on bill land warrants,,Mar,11,1808,10,11
Rob,1,Cmte on bill land warrants,,Mar,11,1808,10,11
NY,2,Cmte on bill land warrants,,Mar,11,1808,10,11
Tiffin,6,Cmte on bill land warrants,,Mar,11,1808,10,11
Turner,1,Cmte on bill land warrants,,Mar,11,1808,10,11
Adams,1,cmte on Militia,,Mar,11,1808,10,11
And,2,cmte on Militia,,Mar,11,1808,10,11
Bradl,7,cmte on Militia,,Mar,11,1808,10,11
Cond,1,cmte on Militia,,Mar,11,1808,10,11
Frank,2,cmte on Militia,,Mar,11,1808,10,11
Gilm,2,cmte on Militia,,Mar,11,1808,10,11
Gregg,1,cmte on Militia,,Mar,11,1808,10,11
Hill,1,cmte on Militia,,Mar,11,1808,10,11
Howl,2,cmte on Militia,,Mar,11,1808,10,11
Kit,2,cmte on Militia,,Mar,11,1808,10,11
Math,1,cmte on Militia,,Mar,11,1808,10,11
Mill,1,cmte on Militia,,Mar,11,1808,10,11
Parker,3,cmte on Militia,,Mar,11,1808,10,11
Pick,1,cmte on Militia,,Mar,11,1808,10,11
Reed,8,cmte on Militia,,Mar,11,1808,10,11
Rob,1,cmte on Militia,,Mar,11,1808,10,11
MD,4,cmte on Militia,,Mar,11,1808,10,11
NY,2,cmte on Militia,,Mar,11,1808,10,11
tn,2,cmte on Militia,,Mar,11,1808,10,11
Sumt,9,cmte on Militia,,Mar,11,1808,10,11
Thrus,1,cmte on Militia,,Mar,11,1808,10,11
