NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE
Franklin,4,Cmte on revisal & unfinished business,,Oct,22,1803,8,1
Jackson,5,Cmte on revisal & unfinished business,,Oct,22,1803,8,1
Logan,4,Cmte on revisal & unfinished business,,Oct,22,1803,8,1
Nicholas,2,Cmte on revisal & unfinished business,,Oct,22,1803,8,1
ISmith,2,Cmte on revisal & unfinished business,,Oct,22,1803,8,1
SSmith,1,Cmte on revisal & unfinished business,,Oct,22,1803,8,1
Stone,3,Cmte on revisal & unfinished business,,Oct,22,1803,8,1
Tracy,19,Cmte on revisal & unfinished business,,Oct,22,1803,8,1
Wells,2,Cmte on revisal & unfinished business,,Oct,22,1803,8,1
Wright,3,Cmte on revisal & unfinished business,,Oct,22,1803,8,1
Adams,6,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Anderson,2,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Baldwin,5,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Bradley,23,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Butler,28,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Clinton,22,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Dayton,4,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Franklin,1,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Hillhouse,4,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Jackson,7,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Logan,1,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Nicholas,14,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Pickering,5,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Plumer,1,Cmte on amendment to the constitution,,Oct,22,1803,8,1
SSmith,14,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Stone,3,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Taylor,4,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Tracy,9,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Wells,1,Cmte on amendment to the constitution,,Oct,22,1803,8,1
Anderson,2,Cmte on LA Bill,,Oct,24,1803,8,1
Baldwin,10,Cmte on LA Bill,,Oct,24,1803,8,1
Bradley,2,Cmte on LA Bill,,Oct,24,1803,8,1
Breckinridge,21,Cmte on LA Bill,,Oct,24,1803,8,1
Butler,1,Cmte on LA Bill,,Oct,24,1803,8,1
Clinton,1,Cmte on LA Bill,,Oct,24,1803,8,1
Cocke,1,Cmte on LA Bill,,Oct,24,1803,8,1
Dayton,16,Cmte on LA Bill,,Oct,24,1803,8,1
Franklin,1,Cmte on LA Bill,,Oct,24,1803,8,1
Jackson,1,Cmte on LA Bill,,Oct,24,1803,8,1
Logan,2,Cmte on LA Bill,,Oct,24,1803,8,1
Nicholas,2,Cmte on LA Bill,,Oct,24,1803,8,1
Pickering,2,Cmte on LA Bill,,Oct,24,1803,8,1
Plumer,1,Cmte on LA Bill,,Oct,24,1803,8,1
ISmith,6,Cmte on LA Bill,,Oct,24,1803,8,1
SSmith,1,Cmte on LA Bill,,Oct,24,1803,8,1
Stone,3,Cmte on LA Bill,,Oct,24,1803,8,1
Taylor,4,Cmte on LA Bill,,Oct,24,1803,8,1
Tracy,3,Cmte on LA Bill,,Oct,24,1803,8,1
Adams,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Baldwin,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Bradley,3,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Breckinridge,4,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Cocke,4,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Franklin,12,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Hillhouse,8,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Jackson,4,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Maclay,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Nicholas,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Olcott,3,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Plumer,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Potter,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Stone,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Tracy,6,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Wells,9,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Worthington,18,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1
Bailey,1,Cmte on enrolled bills,,Oct,29,1803,8,1
Condit,2,Cmte on enrolled bills,,Oct,29,1803,8,1
ISmith,12,Cmte on enrolled bills,,Oct,29,1803,8,1
SSmith,1,Cmte on enrolled bills,,Oct,29,1803,8,1
Stone,2,Cmte on enrolled bills,,Oct,29,1803,8,1
Worthington,4,Cmte on enrolled bills,,Oct,29,1803,8,1
Anderson,1,Conference cmte on LA Bill,,Oct,29,1803,8,1
Baldwin,2,Conference cmte on LA Bill,,Oct,29,1803,8,1
Breckinridge,16,Conference cmte on LA Bill,,Oct,29,1803,8,1
Cocke,4,Conference cmte on LA Bill,,Oct,29,1803,8,1
Dayton,11,Conference cmte on LA Bill,,Oct,29,1803,8,1
Hillhouse,1,Conference cmte on LA Bill,,Oct,29,1803,8,1
SSmith,1,Conference cmte on LA Bill,,Oct,29,1803,8,1
Tracy,1,Conference cmte on LA Bill,,Oct,29,1803,8,1
Wright,7,Conference cmte on LA Bill,,Oct,29,1803,8,1
Baldwin,1,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Breckinridge,2,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Dayton,2,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Ellery,6,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Franklin,2,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Hillhouse,3,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Logan,1,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Pickering,3,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Plumer,1,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
IsSmith,1,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Smith(NY),1,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
JSmith(OH),1,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
SSmith,11,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Stone,2,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Tracy,3,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Wells,5,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
White,2,cmte on drawback on goods transported bill,,Feb,24,1804,8,10
Baldwin,3,Cmte on naval establishment,,Feb,24,1804,8,10
Bradley,12,Cmte on naval establishment,,Feb,24,1804,8,10
Breckinridge,4,Cmte on naval establishment,,Feb,24,1804,8,10
Cocke,1,Cmte on naval establishment,,Feb,24,1804,8,10
Condit,1,Cmte on naval establishment,,Feb,24,1804,8,10
Dayton,14,Cmte on naval establishment,,Feb,24,1804,8,10
Ellery,1,Cmte on naval establishment,,Feb,24,1804,8,10
Franklin,6,Cmte on naval establishment,,Feb,24,1804,8,10
Hillhouse,1,Cmte on naval establishment,,Feb,24,1804,8,10
Jackson,14,Cmte on naval establishment,,Feb,24,1804,8,10
Logan,1,Cmte on naval establishment,,Feb,24,1804,8,10
Nicholas,5,Cmte on naval establishment,,Feb,24,1804,8,10
Potter,2,Cmte on naval establishment,,Feb,24,1804,8,10
IsSmith,1,Cmte on naval establishment,,Feb,24,1804,8,10
SSmith,2,Cmte on naval establishment,,Feb,24,1804,8,10
Sumter,1,Cmte on naval establishment,,Feb,24,1804,8,10
Tracy,1,Cmte on naval establishment,,Feb,24,1804,8,10
Venable,1,Cmte on naval establishment,,Feb,24,1804,8,10
Worthington,1,Cmte on naval establishment,,Feb,24,1804,8,10
Wright,1,Cmte on naval establishment,,Feb,24,1804,8,10
Armstrong,1,Cmte on GL Davidson,,Feb,29,1804,8,10
Baldwin,4,Cmte on GL Davidson,,Feb,29,1804,8,10
Bradley,5,Cmte on GL Davidson,,Feb,29,1804,8,10
Brown,4,Cmte on GL Davidson,,Feb,29,1804,8,10
Condit,1,Cmte on GL Davidson,,Feb,29,1804,8,10
Dayton,1,Cmte on GL Davidson,,Feb,29,1804,8,10
Franklin,1,Cmte on GL Davidson,,Feb,29,1804,8,10
Hillhouse,2,Cmte on GL Davidson,,Feb,29,1804,8,10
Jackson,3,Cmte on GL Davidson,,Feb,29,1804,8,10
Logan,1,Cmte on GL Davidson,,Feb,29,1804,8,10
Maclay,1,Cmte on GL Davidson,,Feb,29,1804,8,10
Nicholas,1,Cmte on GL Davidson,,Feb,29,1804,8,10
Olcott,2,Cmte on GL Davidson,,Feb,29,1804,8,10
Plumer,2,Cmte on GL Davidson,,Feb,29,1804,8,10
Potter,2,Cmte on GL Davidson,,Feb,29,1804,8,10
IsSmith,1,Cmte on GL Davidson,,Feb,29,1804,8,10
J Smith(NY),1,Cmte on GL Davidson,,Feb,29,1804,8,10
Smith(OH),1,Cmte on GL Davidson,,Feb,29,1804,8,10
Stone,1,Cmte on GL Davidson,,Feb,29,1804,8,10
Tracy,10,Cmte on GL Davidson,,Feb,29,1804,8,10
Venable,2,Cmte on GL Davidson,,Feb,29,1804,8,10
Wells,1,Cmte on GL Davidson,,Feb,29,1804,8,10
White,4,Cmte on GL Davidson,,Feb,29,1804,8,10
Wright,1,Cmte on GL Davidson,,Feb,29,1804,8,10
Adams,2,cmte on NC act,,Feb,29,1804,8,10
Baldwin,4,cmte on NC act,,Feb,29,1804,8,10
Bradley,6,cmte on NC act,,Feb,29,1804,8,10
Breckinridge,2,cmte on NC act,,Feb,29,1804,8,10
Brown,5,cmte on NC act,,Feb,29,1804,8,10
Cocke,7,cmte on NC act,,Feb,29,1804,8,10
Ellery,1,cmte on NC act,,Feb,29,1804,8,10
Hillhouse,1,cmte on NC act,,Feb,29,1804,8,10
Jackson,2,cmte on NC act,,Feb,29,1804,8,10
Maclay,1,cmte on NC act,,Feb,29,1804,8,10
Plumer,1,cmte on NC act,,Feb,29,1804,8,10
J Smith(NY),1,cmte on NC act,,Feb,29,1804,8,10
Stone,7,cmte on NC act,,Feb,29,1804,8,10
Sumter,1,cmte on NC act,,Feb,29,1804,8,10
Venable,3,cmte on NC act,,Feb,29,1804,8,10
Tracy,7,cmte on NC act,,Feb,29,1804,8,10
Worthington,3,cmte on NC act,,Feb,29,1804,8,10
Anderson,7,Cmte on Post Roads,,Feb,29,1804,8,10
Armstrong,4,Cmte on Post Roads,,Feb,29,1804,8,10
Baldwin,1,Cmte on Post Roads,,Feb,29,1804,8,10
Bradley,5,Cmte on Post Roads,,Feb,29,1804,8,10
Breckinridge,1,Cmte on Post Roads,,Feb,29,1804,8,10
Brown,3,Cmte on Post Roads,,Feb,29,1804,8,10
Condit,1,Cmte on Post Roads,,Feb,29,1804,8,10
Dayton,1,Cmte on Post Roads,,Feb,29,1804,8,10
Ellery,1,Cmte on Post Roads,,Feb,29,1804,8,10
Franklin,2,Cmte on Post Roads,,Feb,29,1804,8,10
Hillhouse,1,Cmte on Post Roads,,Feb,29,1804,8,10
Jackson,6,Cmte on Post Roads,,Feb,29,1804,8,10
Pickering,2,Cmte on Post Roads,,Feb,29,1804,8,10
Is Smith,2,Cmte on Post Roads,,Feb,29,1804,8,10
J Smith(OH),1,Cmte on Post Roads,,Feb,29,1804,8,10
Stone,1,Cmte on Post Roads,,Feb,29,1804,8,10
Sumter,1,Cmte on Post Roads,,Feb,29,1804,8,10
Tracy,2,Cmte on Post Roads,,Feb,29,1804,8,10
Venable,2,Cmte on Post Roads,,Feb,29,1804,8,10
Worthington,3,Cmte on Post Roads,,Feb,29,1804,8,10
Armstrong,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Baldwin,3,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Bradley,2,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Breckinridge,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Condit,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Ellery,2,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Franklin,6,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Hillhouse,2,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Jackson,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Logan,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Nicholas,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Pickering,2,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Is Smith,5,Cmte on Canadian Refugees,,Mar,1,1804,8,10
J Smith(OH),1,Cmte on Canadian Refugees,,Mar,1,1804,8,10
S Smith,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Stone,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Sumter,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Tracy,2,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Venable,2,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Wells,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10
White,5,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Worthington,9,Cmte on Canadian Refugees,,Mar,1,1804,8,10
Anderson,1,Cmte on VA law,,Mar,1,1804,8,10
Armstrong,3,Cmte on VA law,,Mar,1,1804,8,10
Baldwin,1,Cmte on VA law,,Mar,1,1804,8,10
Cocke,1,Cmte on VA law,,Mar,1,1804,8,10
Condit,1,Cmte on VA law,,Mar,1,1804,8,10
Dayton,1,Cmte on VA law,,Mar,1,1804,8,10
Franklin,3,Cmte on VA law,,Mar,1,1804,8,10
Hillhouse,2,Cmte on VA law,,Mar,1,1804,8,10
Jackson,1,Cmte on VA law,,Mar,1,1804,8,10
Logan,3,Cmte on VA law,,Mar,1,1804,8,10
Nicholas,4,Cmte on VA law,,Mar,1,1804,8,10
Plumer,2,Cmte on VA law,,Mar,1,1804,8,10
Potter,1,Cmte on VA law,,Mar,1,1804,8,10
Is Smith,1,Cmte on VA law,,Mar,1,1804,8,10
S Smith,1,Cmte on VA law,,Mar,1,1804,8,10
Stone,6,Cmte on VA law,,Mar,1,1804,8,10
Sumter,1,Cmte on VA law,,Mar,1,1804,8,10
Venable,17,Cmte on VA law,,Mar,1,1804,8,10
Wells,1,Cmte on VA law,,Mar,1,1804,8,10
White,1,Cmte on VA law,,Mar,1,1804,8,10
Wright,2,Cmte on VA law,,Mar,1,1804,8,10
Adams,4,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Armstrong,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Baldwin,8,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Bradley,2,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Breckinridge,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Brown,2,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Franklin,2,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Jackson,4,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Logan,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Maclay,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Nicholas,3,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Olcott,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Pickering,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Plumer,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Is Smith,3,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
 Smith(NY),5,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
S Smith,4,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Stone,3,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Tracy,2,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Venable,2,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Wells,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
White,2,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Wright,3,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10
Anderson,1,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Baldwin,3,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Bradley,2,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Brown,1,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Cocke,4,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Ellery,9,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Franklin,2,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Logan,1,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Nicholas,8,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Plumer,1,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Potter,10,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Is Smith,1,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Stone,2,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Tracy,3,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Venable,7,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
White,3,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Wright,3,Cmte on district courts (VA & RI),,Mar,3,1804,8,11
Adams,1,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11
Baldwin,8,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11
Bradley,7,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11
Breckinridge,19,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11
Cocke,1,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11
Jackson,1,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11
Nicholas,1,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11
Is Smith,16,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11
Stone,17,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11
Tracy,10,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11
Venable,2,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11
White,1,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11
Anderson,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Armstrong,2,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Baldwin,4,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Bradley,2,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Breckinridge,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Brown,4,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Dayton,4,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Ellery,2,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Franklin,6,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Jackson,2,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Pickering,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Is Smith,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Stone,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Sumter,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Tracy,2,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Venable,6,Cmte on military lands warrants bill,,Mar,5,1804,8,11
White,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Worthington,5,Cmte on military lands warrants bill,,Mar,5,1804,8,11
Anderson,5,Cmte on civil govt for LA,,Mar,5,1804,8,11
Baldwin,3,Cmte on civil govt for LA,,Mar,5,1804,8,11
Breckinridge,6,Cmte on civil govt for LA,,Mar,5,1804,8,11
Brown,2,Cmte on civil govt for LA,,Mar,5,1804,8,11
Cocke,1,Cmte on civil govt for LA,,Mar,5,1804,8,11
Dayton,3,Cmte on civil govt for LA,,Mar,5,1804,8,11
Franklin,2,Cmte on civil govt for LA,,Mar,5,1804,8,11
Hillhouse,1,Cmte on civil govt for LA,,Mar,5,1804,8,11
Jackson,1,Cmte on civil govt for LA,,Mar,5,1804,8,11
Nicholas,1,Cmte on civil govt for LA,,Mar,5,1804,8,11
Is Smith,1,Cmte on civil govt for LA,,Mar,5,1804,8,11
Smith(NY),1,Cmte on civil govt for LA,,Mar,5,1804,8,11
J Smith(OH),1,Cmte on civil govt for LA,,Mar,5,1804,8,11
S Smith,3,Cmte on civil govt for LA,,Mar,5,1804,8,11
Stone,3,Cmte on civil govt for LA,,Mar,5,1804,8,11
Sumter,3,Cmte on civil govt for LA,,Mar,5,1804,8,11
Tracy,2,Cmte on civil govt for LA,,Mar,5,1804,8,11
Venable,2,Cmte on civil govt for LA,,Mar,5,1804,8,11
Adams,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Anderson,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Armstrong,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Baldwin,3,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Dayton,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Ellery,12,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Franklin,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Hillhouse,4,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Jackson,11,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Nicholas,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Olcott,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Pickering,2,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Potter,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11
S Smith,6,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Stone,3,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Wright,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11
Anderson,4,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Armstrong,2,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Baldwin,12,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Bradley,3,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Breckinridge,3,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Brown,4,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
cocke,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Dayton,3,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Ellery,2,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Franklin,3,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Hillhouse,2,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Jackson,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Logan,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Maclay,2,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Nicholas,2,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Pickering,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Plumer,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
S Smith,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Stone,7,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Tracy,5,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Venable,2,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Wells,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
White,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Worthington,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Wright,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11
Anderson,4,Cmte on TN Militia,,Mar,6,1804,8,11
Baldwin,2,Cmte on TN Militia,,Mar,6,1804,8,11
Bradley,2,Cmte on TN Militia,,Mar,6,1804,8,11
Breckinridge,3,Cmte on TN Militia,,Mar,6,1804,8,11
Brown,1,Cmte on TN Militia,,Mar,6,1804,8,11
Cocke,13,Cmte on TN Militia,,Mar,6,1804,8,11
Dayton,3,Cmte on TN Militia,,Mar,6,1804,8,11
Franklin,2,Cmte on TN Militia,,Mar,6,1804,8,11
Hillhouse,2,Cmte on TN Militia,,Mar,6,1804,8,11
Logan,1,Cmte on TN Militia,,Mar,6,1804,8,11
Maclay,1,Cmte on TN Militia,,Mar,6,1804,8,11
Nicholas,1,Cmte on TN Militia,,Mar,6,1804,8,11
