NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE,first,st
turner,1,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
whiteside,5,Cmte on resolution Torpedo - 5 members,,Feb,21,1810,11,10,,
anderson,10,Cmte recommit naval appropriations,,Feb,23,1810,11,10,,
bradley,4,Cmte recommit naval appropriations,,Feb,23,1810,11,10,,
campbell,4,Cmte recommit naval appropriations,,Feb,23,1810,11,10,,
clay,8,Cmte recommit naval appropriations,,Feb,23,1810,11,10,,
crawford,12,Cmte recommit naval appropriations,,Feb,23,1810,11,10,,
gregg,13,Cmte recommit naval appropriations,,Feb,23,1810,11,10,,
hillhouse,1,Cmte recommit naval appropriations,,Feb,23,1810,11,10,,
leib,11,Cmte recommit naval appropriations,,Feb,23,1810,11,10,,
reed,11,Cmte recommit naval appropriations,,Feb,23,1810,11,10,,
smith,2,Cmte recommit naval appropriations,,Feb,23,1810,11,10,Samuel,MD
sumter,1,Cmte recommit naval appropriations,,Feb,23,1810,11,10,,
tait,1,Cmte recommit naval appropriations,,Feb,23,1810,11,10,,
anderson,6,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
bayard,6,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
bradley,4,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
brent,8,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
clay,19,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
crawford,10,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
franklin,2,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
gaillard,1,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
german,1,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
gilman,1,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
goodrich,4,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
gregg,1,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
hillhouse,2,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
leib,1,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
meigs,1,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
pickering,1,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
reed,1,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
tait,3,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
turner,1,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
whiteside,2,Cmte on petition & papers R B Lee - Clay's motion,,Feb,23,1810,11,10,,
anderson,3,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
bradley,12,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
brent,1,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
clay,1,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
condit,2,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
crawford,2,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
franklin,1,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
gregg,3,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
mathewson,2,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
meigs,4,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
parker,2,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
pickering,1,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
pope,5,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
reed,1,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
sumter,2,Cmte Osage Treaty & papers,,Feb,23,1810,11,10,,
anderson,1,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
bayard,1,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
bradley,13,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
brent,5,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
crawford,2,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
franklin,2,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
gaillard,1,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
giles,13,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
gregg,1,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
hillhouse,14,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
lambert,1,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
leib,3,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
mathewson,1,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
pickering,1,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
pope,2,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
reed,8,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
smith,1,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,Samuel,MD
sumter,2,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
tait,1,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
turner,1,cmte on recommittal of bill to remove slaves from one part of Washington DC to another,,Feb,26,1810,11,10,,
anderson,2,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
bayard,1,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
bradley,3,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
brent,1,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
condit,1,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
crawford,4,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
german,2,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
giles,2,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
gilman,1,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
gregg,4,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
hillhouse,2,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
leib,16,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
mathewson,1,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
meigs,2,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
pickering,6,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
reed,3,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
robinson,2,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
smith,6,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,Samuel,MD
sumter,2,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
turner,2,cmte on Leib's motion for additional rations to commanders,,Feb,27,1810,11,10,,
anderson,7,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
bayard,1,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
bradley,3,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
brent,3,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
campbell,6,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
champlin,2,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
clay,3,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
condit,2,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
crawford,4,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
franklin,5,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
gaillard,3,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
german,2,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
giles,1,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
gilman,2,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
goodrich,4,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
gregg,3,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
hillhouse,2,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
horsey,2,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
lambert,1,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
leib,13,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
lloyd,1,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
mathewson,1,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
meigs,3,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
parker,3,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
pickering,3,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
pope,5,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
reed,3,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
robinson,1,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
smith,1,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,John,NY
sumter,3,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
tait,4,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
turner,1,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
white,1,Cmte of 5 on 3rd Census,,Feb,22,1810,11,10,,
anderson,6,cmte on OH courts,,Feb,28,1810,11,10,,
campbell,9,cmte on OH courts,,Feb,28,1810,11,10,,
clay,1,cmte on OH courts,,Feb,28,1810,11,10,,
condit,2,cmte on OH courts,,Feb,28,1810,11,10,,
crawford,1,cmte on OH courts,,Feb,28,1810,11,10,,
franklin,2,cmte on OH courts,,Feb,28,1810,11,10,,
giles,1,cmte on OH courts,,Feb,28,1810,11,10,,
goodrich,2,cmte on OH courts,,Feb,28,1810,11,10,,
gregg,1,cmte on OH courts,,Feb,28,1810,11,10,,
hillhouse,2,cmte on OH courts,,Feb,28,1810,11,10,,
leib,2,cmte on OH courts,,Feb,28,1810,11,10,,
mathewson,3,cmte on OH courts,,Feb,28,1810,11,10,,
meigs,1,cmte on OH courts,,Feb,28,1810,11,10,,
parker,2,cmte on OH courts,,Feb,28,1810,11,10,,
pope,2,cmte on OH courts,,Feb,28,1810,11,10,,
sumter,1,cmte on OH courts,,Feb,28,1810,11,10,,
white,1,cmte on OH courts,,Feb,28,1810,11,10,,
anderson,8,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
bayard,6,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
bradley,21,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
campbell,1,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
champlin,2,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
clay,1,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
condit,1,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
crawford,9,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
franklin,6,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
giles,10,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
gilman,3,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
gregg,2,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
hillhouse,1,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
leib,12,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
lloyd,15,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
mathewson,1,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
meigs,2,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
parker,2,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
pickering,2,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
pope,2,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
reed,1,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
robinson,1,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
smith,20,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,Samuel,MD
sumter,1,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
tait,1,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
white,2,Cmte to recommit bill for Summerl & others,,Mar,1,1810,11,10,,
anderson,1,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
bayard,22,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
bradley,6,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
champlin,9,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
crawford,3,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
franklin,2,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
german,2,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
giles,2,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
gilman,5,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
goodrich,2,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
gregg,1,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
hillhouse,7,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
leib,8,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
lloyd,20,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
pickering,6,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
pope,13,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
reed,1,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,,
smith,22,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,Samuel,MD
smith,1,Cmte of 5 on bill Sea letters,,Mar,2,1810,11,10,John,NY
anderson,4,cmte on OH petition,,Mar,6,1810,11,11,,
bradley,3,cmte on OH petition,,Mar,6,1810,11,11,,
condit,2,cmte on OH petition,,Mar,6,1810,11,11,,
franklin,3,cmte on OH petition,,Mar,6,1810,11,11,,
gaillard,1,cmte on OH petition,,Mar,6,1810,11,11,,
goodrich,1,cmte on OH petition,,Mar,6,1810,11,11,,
gregg,3,cmte on OH petition,,Mar,6,1810,11,11,,
hillhouse,1,cmte on OH petition,,Mar,6,1810,11,11,,
horsey,1,cmte on OH petition,,Mar,6,1810,11,11,,
mathewson,3,cmte on OH petition,,Mar,6,1810,11,11,,
meigs,13,cmte on OH petition,,Mar,6,1810,11,11,,
pope,3,cmte on OH petition,,Mar,6,1810,11,11,,
robinson,2,cmte on OH petition,,Mar,6,1810,11,11,,
smith,1,cmte on OH petition,,Mar,6,1810,11,11,John,NY
sumter,1,cmte on OH petition,,Mar,6,1810,11,11,,
tait,1,cmte on OH petition,,Mar,6,1810,11,11,,
turner,1,cmte on OH petition,,Mar,6,1810,11,11,,
white,1,cmte on OH petition,,Mar,6,1810,11,11,,
anderson,9,Cmte on recommitment census,,Mar,6,1810,11,11,,
bradley,2,Cmte on recommitment census,,Mar,6,1810,11,11,,
campbell,17,Cmte on recommitment census,,Mar,6,1810,11,11,,
crawford,2,Cmte on recommitment census,,Mar,6,1810,11,11,,
franklin,8,Cmte on recommitment census,,Mar,6,1810,11,11,,
giles,1,Cmte on recommitment census,,Mar,6,1810,11,11,,
gregg,2,Cmte on recommitment census,,Mar,6,1810,11,11,,
hillhouse,3,Cmte on recommitment census,,Mar,6,1810,11,11,,
leib,7,Cmte on recommitment census,,Mar,6,1810,11,11,,
mathewson,1,Cmte on recommitment census,,Mar,6,1810,11,11,,
parker,1,Cmte on recommitment census,,Mar,6,1810,11,11,,
pope,17,Cmte on recommitment census,,Mar,6,1810,11,11,,
reed,1,Cmte on recommitment census,,Mar,6,1810,11,11,,
robinson,2,Cmte on recommitment census,,Mar,6,1810,11,11,,
smith,1,Cmte on recommitment census,,Mar,6,1810,11,11,Samuel,MD
tait,1,Cmte on recommitment census,,Mar,6,1810,11,11,,
anderson,23,Cmte on conf nonintercourse,,Mar,6,1810,11,11,,
bradley,11,Cmte on conf nonintercourse,,Mar,6,1810,11,11,,
clay,1,Cmte on conf nonintercourse,,Mar,6,1810,11,11,,
crawford,10,Cmte on conf nonintercourse,,Mar,6,1810,11,11,,
giles,5,Cmte on conf nonintercourse,,Mar,6,1810,11,11,,
gilman,7,Cmte on conf nonintercourse,,Mar,6,1810,11,11,,
leib,15,Cmte on conf nonintercourse,,Mar,6,1810,11,11,,
lloyd,2,Cmte on conf nonintercourse,,Mar,6,1810,11,11,,
parker,1,Cmte on conf nonintercourse,,Mar,6,1810,11,11,,
pope,9,Cmte on conf nonintercourse,,Mar,6,1810,11,11,,
smith,14,Cmte on conf nonintercourse,,Mar,6,1810,11,11,Samuel,MD
sumter,1,Cmte on conf nonintercourse,,Mar,6,1810,11,11,,
anderson,10,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
bradley,20,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
crawford,5,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
franklin,3,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
goodrich,2,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
gregg,4,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
hillhouse,5,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
horsey,1,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
leib,1,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
pope,1,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
smith,6,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,Samuel,MD
sumter,2,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
tait,1,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
white,2,Cmte on Bradley's motion Barbary,,Mar,7,1810,11,11,,
anderson,5,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
campbell,13,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
crawford,2,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
gregg,1,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
leib,1,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
mathewson,2,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
meigs,2,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
pope,7,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
reed,1,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
robinson,1,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
tait,1,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
turner,1,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
white,14,cmte on recommitted OH court bill,,Mar,8,1810,11,11,,
anderson,3,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
bayard,6,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
bradley,8,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
clay,4,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
condit,3,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
crawford,8,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
franklin,4,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
gaillard,3,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
german,2,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
giles,17,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
gilman,1,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
goodrich,7,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
gregg,7,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
hillhouse,4,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
leib,1,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
lloyd,3,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
mathewson,1,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
meigs,2,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
parker,1,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
pickering,2,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
pope,5,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
reed,1,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
robinson,1,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
smith,3,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,Samuel,MD
sumter,3,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
tait,2,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
turner,1,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
white,5,cmte on petition of Orleans - 5 members,,Mar,12,1810,11,11,,
anderson,4,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
bayard,2,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
bradley,14,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
brent,2,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
crawford,7,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
franklin,2,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
gaillard,1,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
german,1,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
giles,2,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
gilman,1,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
goodrich,2,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
gregg,2,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
hillhouse,2,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
horsey,1,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
leib,7,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
mathewson,1,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
meigs,1,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
parker,1,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
pickering,2,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
reed,1,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
smith,3,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,Samuel,MD
tait,3,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
turner,2,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
white,1,cmte on nomination of Richard Forest,,Mar,12,1810,11,11,,
anderson,1,Cmte on treaty with Kickapoos,,Jan,12,1810,11,11,,
bradley,13,Cmte on treaty with Kickapoos,,Jan,12,1810,11,11,,
crawford,2,Cmte on treaty with Kickapoos,,Jan,12,1810,11,11,,
franklin,2,Cmte on treaty with Kickapoos,,Jan,12,1810,11,11,,
gilman,1,Cmte on treaty with Kickapoos,,Jan,12,1810,11,11,,
gregg,9,Cmte on treaty with Kickapoos,,Jan,12,1810,11,11,,
meigs,1,Cmte on treaty with Kickapoos,,Jan,12,1810,11,11,,
pickering,1,Cmte on treaty with Kickapoos,,Jan,12,1810,11,11,,
pope,9,Cmte on treaty with Kickapoos,,Jan,12,1810,11,11,,
reed,1,Cmte on treaty with Kickapoos,,Jan,12,1810,11,11,,
sumter,1,Cmte on treaty with Kickapoos,,Jan,12,1810,11,11,,
anderson,6,cmte on nomination Stanley Griswold,,Mar,12,1810,11,11,,
