name,votes,committee,cmte_type,date,congress,page,first,st
izard,9,Cmte on elections,,1794-01-13,3,15,,
king,8,Cmte on elections,,1794-01-13,3,15,,
langdon,5,Cmte on elections,,1794-01-13,3,15,,
livermore,10,Cmte on elections,,1794-01-13,3,15,,
martin,6,Cmte on elections,,1794-01-13,3,15,,
mitchell,12,Cmte on elections,,1794-01-13,3,15,,
monroe,6,Cmte on elections,,1794-01-13,3,15,,
rutherfurd,11,Cmte on elections,,1794-01-13,3,15,,
strong,8,Cmte on elections,,1794-01-13,3,15,,
taylor,10,Cmte on elections,,1794-01-13,3,15,,
vining,2,Cmte on elections,,1794-01-13,3,15,,
bradford,1,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
bradley,9,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
brown,3,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
burr,2,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
ellsworth,3,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
foster,2,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
frelinghuysen,2,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
hawkins,1,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
izard,1,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
langdon,1,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
livermore,5,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
martin,1,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
mitchell,2,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
monroe,2,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
rutherfurd,1,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
vining,3,Cmte on laws passed by Govr & Judges of W,,1794-01-21,3,15,,
bradford,3,Cmte on military establishment,,1794-01-27,3,15,,
bradley,4,Cmte on military establishment,,1794-01-27,3,15,,
brown,4,Cmte on military establishment,,1794-01-27,3,15,,
cabot,3,Cmte on military establishment,,1794-01-27,3,15,,
edwards,2,Cmte on military establishment,,1794-01-27,3,15,,
ellsworth,10,Cmte on military establishment,,1794-01-27,3,15,,
foster,3,Cmte on military establishment,,1794-01-27,3,15,,
frelinghuysen,4,Cmte on military establishment,,1794-01-27,3,15,,
gallatin,2,Cmte on military establishment,,1794-01-27,3,15,,
jackson,4,Cmte on military establishment,,1794-01-27,3,15,,
izard,6,Cmte on military establishment,,1794-01-27,3,15,,
langdon,6,Cmte on military establishment,,1794-01-27,3,15,,
livermore,9,Cmte on military establishment,,1794-01-27,3,15,,
martin,6,Cmte on military establishment,,1794-01-27,3,15,,
mitchell,2,Cmte on military establishment,,1794-01-27,3,15,,
monroe,5,Cmte on military establishment,,1794-01-27,3,15,,
morris,1,Cmte on military establishment,,1794-01-27,3,15,,
rutherfurd,2,Cmte on military establishment,,1794-01-27,3,15,,
strong,7,Cmte on military establishment,,1794-01-27,3,15,,
taylor,6,Cmte on military establishment,,1794-01-27,3,15,,
vining,1,Cmte on military establishment,,1794-01-27,3,15,,
bradley,2,Cmte on Mint business,,1794-02-09,3,15,,
brown,1,Cmte on Mint business,,1794-02-09,3,15,,
butler,2,Cmte on Mint business,,1794-02-09,3,15,,
cabot,12,Cmte on Mint business,,1794-02-09,3,15,,
ellsworth,5,Cmte on Mint business,,1794-02-09,3,15,,
frelinghuysen,1,Cmte on Mint business,,1794-02-09,3,15,,
gallatin,2,Cmte on Mint business,,1794-02-09,3,15,,
hawkins,2,Cmte on Mint business,,1794-02-09,3,15,,
izard,7,Cmte on Mint business,,1794-02-09,3,15,,
king,5,Cmte on Mint business,,1794-02-09,3,15,,
livermore,1,Cmte on Mint business,,1794-02-09,3,15,,
mitchell,1,Cmte on Mint business,,1794-02-09,3,15,,
monroe,1,Cmte on Mint business,,1794-02-09,3,15,,
morris,5,Cmte on Mint business,,1794-02-09,3,15,,
rutherfurd,5,Cmte on Mint business,,1794-02-09,3,15,,
strong,2,Cmte on Mint business,,1794-02-09,3,15,,
taylor,3,Cmte on Mint business,,1794-02-09,3,15,,
bradford,1,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
bradley,1,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
burr,5,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
butler,3,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
cabot,4,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
edwards,1,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
ellsworth,6,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
frelinghuysen,3,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
gallatin,11,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
hawkins,1,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
jackson,3,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
izard,3,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
king,3,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
langdon,4,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
livermore,2,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
morris,3,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
potts,3,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
rutherfurd,2,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
strong,4,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
taylor,6,Cmte on letter of Sec of Treasury,,1794-02-11,3,15,,
bradford,1,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
burr,9,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
cabot,6,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
ellsworth,8,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
izard,7,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
king,8,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
livermore,2,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
martin,1,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
mitchell,1,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
morris,7,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
rutherfurd,1,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
strong,6,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
taylor,1,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
vining,5,Cmte on bill last clause PUS's message respecting Major LaFayette,,1794-02-17,3,15,,
bradford,4,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
bradley,3,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
brown,2,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
burr,6,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
butler,1,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
cabot,1,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
ellsworth,12,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
frelinghuysen,4,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
gallatin,2,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
jackson,5,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
izard,2,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
king,6,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
livermore,8,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
martin,4,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
mitchell,3,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
monroe,4,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
morris,1,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
potts,8,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
rutherfurd,1,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
strong,9,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
taylor,9,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
vining,5,Cmte on message of PUS respecting the judiciary,,1794-02-19,3,14,,
bradford,2,Cmte on bill remission of duties,,1794-02-21,3,14,,
bradley,3,Cmte on bill remission of duties,,1794-02-21,3,14,,
burr,7,Cmte on bill remission of duties,,1794-02-21,3,14,,
cabot,11,Cmte on bill remission of duties,,1794-02-21,3,14,,
frelinghuysen,4,Cmte on bill remission of duties,,1794-02-21,3,14,,
izard,1,Cmte on bill remission of duties,,1794-02-21,3,14,,
langdon,7,Cmte on bill remission of duties,,1794-02-21,3,14,,
livermore,3,Cmte on bill remission of duties,,1794-02-21,3,14,,
martin,5,Cmte on bill remission of duties,,1794-02-21,3,14,,
mitchell,1,Cmte on bill remission of duties,,1794-02-21,3,14,,
monroe,1,Cmte on bill remission of duties,,1794-02-21,3,14,,
morris,1,Cmte on bill remission of duties,,1794-02-21,3,14,,
taylor,2,Cmte on bill remission of duties,,1794-02-21,3,14,,
brown,1,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
burr,3,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
butler,3,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
cabot,3,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
ellsworth,2,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
frelinghuysen,1,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
gallatin,1,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
gunn,1,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
hawkins,4,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
jackson,2,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
izard,2,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
langdon,4,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
livermore,1,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
martin,9,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
mitchell,1,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
monroe,2,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
morris,1,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
potts,1,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
strong,2,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
taylor,3,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
vining,1,Cmte on lighthouse on Cape Hatteras,,1794-02-22,3,14,,
bradford,1,cmte on appropriations,,1794-02-27,3,14,,
bradley,1,cmte on appropriations,,1794-02-27,3,14,,
cabot,7,cmte on appropriations,,1794-02-27,3,14,,
edwards,1,cmte on appropriations,,1794-02-27,3,14,,
ellsworth,2,cmte on appropriations,,1794-02-27,3,14,,
frelinghuysen,4,cmte on appropriations,,1794-02-27,3,14,,
gunn,1,cmte on appropriations,,1794-02-27,3,14,,
jackson,2,cmte on appropriations,,1794-02-27,3,14,,
izard,1,cmte on appropriations,,1794-02-27,3,14,,
king,2,cmte on appropriations,,1794-02-27,3,14,,
langdon,4,cmte on appropriations,,1794-02-27,3,14,,
livermore,2,cmte on appropriations,,1794-02-27,3,14,,
mitchell,1,cmte on appropriations,,1794-02-27,3,14,,
potts,3,cmte on appropriations,,1794-02-27,3,14,,
strong,2,cmte on appropriations,,1794-02-27,3,14,,
taylor,2,cmte on appropriations,,1794-02-27,3,14,,
bradford,2,Cmte on bill loan of $1m,,1794-03-06,3,8,,
brown,1,Cmte on bill loan of $1m,,1794-03-06,3,8,,
burr,1,Cmte on bill loan of $1m,,1794-03-06,3,8,,
butler,7,Cmte on bill loan of $1m,,1794-03-06,3,8,,
cabot,6,Cmte on bill loan of $1m,,1794-03-06,3,8,,
ellsworth,2,Cmte on bill loan of $1m,,1794-03-06,3,8,,
frelinghuysen,5,Cmte on bill loan of $1m,,1794-03-06,3,8,,
gunn,1,Cmte on bill loan of $1m,,1794-03-06,3,8,,
hawkins,5,Cmte on bill loan of $1m,,1794-03-06,3,8,,
monroe,2,Cmte on bill loan of $1m,,1794-03-06,3,8,,
morris,3,Cmte on bill loan of $1m,,1794-03-06,3,8,,
strong,5,Cmte on bill loan of $1m,,1794-03-06,3,8,,
taylor,2,Cmte on bill loan of $1m,,1794-03-06,3,8,,
bradford,2,Cmte on Recess,,1794-03-07,3,14,,
bradley,1,Cmte on Recess,,1794-03-07,3,14,,
cabot,2,Cmte on Recess,,1794-03-07,3,14,,
ellsworth,4,Cmte on Recess,,1794-03-07,3,14,,
king,11,Cmte on Recess,,1794-03-07,3,14,,
langdon,7,Cmte on Recess,,1794-03-07,3,14,,
livermore,3,Cmte on Recess,,1794-03-07,3,14,,
martin,2,Cmte on Recess,,1794-03-07,3,14,,
mitchell,3,Cmte on Recess,,1794-03-07,3,14,,
monroe,2,Cmte on Recess,,1794-03-07,3,14,,
morris,2,Cmte on Recess,,1794-03-07,3,14,,
potts,1,Cmte on Recess,,1794-03-07,3,14,,
strong,7,Cmte on Recess,,1794-03-07,3,14,,
taylor,4,Cmte on Recess,,1794-03-07,3,14,,
bradford,1,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
bradley,13,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
brown,2,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
cabot,1,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
edwards,1,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
ellsworth,1,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
hawkins,1,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
jackson,1,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
king,1,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
langdon,2,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
livermore,5,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
martin,2,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
mitchell,1,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
potts,2,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
robinson,3,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
strong,3,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
taylor,2,cmte on Jabez Roberts petition,,1794-03-13,3,13,,
bradford,6,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
bradley,1,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
brown,2,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
butler,3,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
cabot,8,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
ellsworth,8,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
foster,3,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
gunn,14,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
hawkins,5,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
jackson,4,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
izard,9,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
king,15,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
langdon,9,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
livermore,6,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
martin,7,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
mitchell,4,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
monroe,7,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
morris,9,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
potts,8,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
strong,5,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
taylor,8,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
vining,6,Cmte fortifying ports & harbors,,1794-03-13,3,14,,
bradford,1,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
brown,1,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
ellsworth,3,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
izard,2,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
king,9,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
livermore,2,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
martin,1,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
mitchell,2,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
morris,4,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
potts,3,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
strong,4,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
taylor,3,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
vining,1,Cmte bill intercourse with foreign nations,,1794-03-14,3,13,,
bradford,4,Cmte on bill military appropriations,,1794-03-14,3,13,,
brown,1,Cmte on bill military appropriations,,1794-03-14,3,13,,
cabot,2,Cmte on bill military appropriations,,1794-03-14,3,13,,
ellsworth,2,Cmte on bill military appropriations,,1794-03-14,3,13,,
gunn,5,Cmte on bill military appropriations,,1794-03-14,3,13,,
hawkins,1,Cmte on bill military appropriations,,1794-03-14,3,13,,
izard,1,Cmte on bill military appropriations,,1794-03-14,3,13,,
king,6,Cmte on bill military appropriations,,1794-03-14,3,13,,
langdon,2,Cmte on bill military appropriations,,1794-03-14,3,13,,
livermore,2,Cmte on bill military appropriations,,1794-03-14,3,13,,
martin,1,Cmte on bill military appropriations,,1794-03-14,3,13,,
mitchell,1,Cmte on bill military appropriations,,1794-03-14,3,13,,
monroe,1,Cmte on bill military appropriations,,1794-03-14,3,13,,
morris,1,Cmte on bill military appropriations,,1794-03-14,3,13,,
potts,4,Cmte on bill military appropriations,,1794-03-14,3,13,,
strong,2,Cmte on bill military appropriations,,1794-03-14,3,13,,
taylor,3,Cmte on bill military appropriations,,1794-03-14,3,13,,
vining,6,Cmte on bill military appropriations,,1794-03-14,3,13,,
bradford,2,Cmte on bill naval armament,,1794-03-17,3,13,,
bradley,6,Cmte on bill naval armament,,1794-03-17,3,13,,
brown,3,Cmte on bill naval armament,,1794-03-17,3,13,,
butler,9,Cmte on bill naval armament,,1794-03-17,3,13,,
cabot,8,Cmte on bill naval armament,,1794-03-17,3,13,,
edwards,2,Cmte on bill naval armament,,1794-03-17,3,13,,
ellsworth,7,Cmte on bill naval armament,,1794-03-17,3,13,,
gunn,5,Cmte on bill naval armament,,1794-03-17,3,13,,
jackson,6,Cmte on bill naval armament,,1794-03-17,3,13,,
izard,7,Cmte on bill naval armament,,1794-03-17,3,13,,
king,8,Cmte on bill naval armament,,1794-03-17,3,13,,
langdon,14,Cmte on bill naval armament,,1794-03-17,3,13,,
livermore,2,Cmte on bill naval armament,,1794-03-17,3,13,,
martin,4,Cmte on bill naval armament,,1794-03-17,3,13,,
mitchell,1,Cmte on bill naval armament,,1794-03-17,3,13,,
monroe,2,Cmte on bill naval armament,,1794-03-17,3,13,,
morris,13,Cmte on bill naval armament,,1794-03-17,3,13,,
potts,2,Cmte on bill naval armament,,1794-03-17,3,13,,
strong,4,Cmte on bill naval armament,,1794-03-17,3,13,,
taylor,9,Cmte on bill naval armament,,1794-03-17,3,13,,
vining,1,Cmte on bill naval armament,,1794-03-17,3,13,,
bradford,3,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
bradley,5,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
brown,1,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
butler,1,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
cabot,2,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
ellsworth,4,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
gunn,11,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
jackson,3,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
izard,1,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
king,8,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
langdon,3,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
livermore,2,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
martin,2,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
mitchell,3,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
monroe,2,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
morris,5,Cmte on bill for Arsenals & Magazines,,1794-03-19,3,13,,
