name,votes,committee,cmte_type,date,congress,page,first,st
sherman,2,Cmte on coins,,1791-11-01,2,8,,
strong,2,Cmte on coins,,1791-11-01,2,8,,
wingate,1,Cmte on coins,,1791-11-01,2,8,,
burr,3,cmte on land office,,1791-11-01,2,8,,
butler,6,cmte on land office,,1791-11-01,2,8,,
cabot,3,cmte on land office,,1791-11-01,2,8,,
dickinson,2,cmte on land office,,1791-11-01,2,8,,
ellsworth,1,cmte on land office,,1791-11-01,2,8,,
few,2,cmte on land office,,1791-11-01,2,8,,
foster,11,cmte on land office,,1791-11-01,2,8,,
hawkins,3,cmte on land office,,1791-11-01,2,8,,
johnston,2,cmte on land office,,1791-11-01,2,8,,
king,12,cmte on land office,,1791-11-01,2,8,,
langdon,1,cmte on land office,,1791-11-01,2,8,,
monroe,11,cmte on land office,,1791-11-01,2,8,,
morris,2,cmte on land office,,1791-11-01,2,8,,
read,1,cmte on land office,,1791-11-01,2,8,,
rutherfurd,3,cmte on land office,,1791-11-01,2,8,,
robinson,2,cmte on land office,,1791-11-01,2,8,,
sherman,6,cmte on land office,,1791-11-01,2,8,,
strong,10,cmte on land office,,1791-11-01,2,8,,
wingate,1,cmte on land office,,1791-11-01,2,8,,
burr,2,Cmte of Senate Consuls,,1791-11-01,2,8,,
butler,4,Cmte of Senate Consuls,,1791-11-01,2,8,,
cabot,7,Cmte of Senate Consuls,,1791-11-01,2,8,,
carroll,1,Cmte of Senate Consuls,,1791-11-01,2,8,,
dickinson,1,Cmte of Senate Consuls,,1791-11-01,2,8,,
ellsworth,6,Cmte of Senate Consuls,,1791-11-01,2,8,,
hawkins,5,Cmte of Senate Consuls,,1791-11-01,2,8,,
johnston,3,Cmte of Senate Consuls,,1791-11-01,2,8,,
king,6,Cmte of Senate Consuls,,1791-11-01,2,8,,
langdon,2,Cmte of Senate Consuls,,1791-11-01,2,8,,
morris,13,Cmte of Senate Consuls,,1791-11-01,2,8,,
read,1,Cmte of Senate Consuls,,1791-11-01,2,8,,
rutherfurd,1,Cmte of Senate Consuls,,1791-11-01,2,8,,
stanton,1,Cmte of Senate Consuls,,1791-11-01,2,8,,
strong,1,Cmte of Senate Consuls,,1791-11-01,2,8,,
burr,14,cmte on Rules,,1791-11-01,2,9,,
butler,6,cmte on Rules,,1791-11-01,2,9,,
cabot,2,cmte on Rules,,1791-11-01,2,9,,
dickinson,1,cmte on Rules,,1791-11-01,2,9,,
foster,1,cmte on Rules,,1791-11-01,2,9,,
henry,1,cmte on Rules,,1791-11-01,2,9,,
johnston,4,cmte on Rules,,1791-11-01,2,9,,
izard,2,cmte on Rules,,1791-11-01,2,9,,
king,1,cmte on Rules,,1791-11-01,2,9,,
langdon,2,cmte on Rules,,1791-11-01,2,9,,
monroe,3,cmte on Rules,,1791-11-01,2,9,,
read,1,cmte on Rules,,1791-11-01,2,9,,
robinson,5,cmte on Rules,,1791-11-01,2,9,,
rutherfurd,2,cmte on Rules,,1791-11-01,2,9,,
stanton,1,cmte on Rules,,1791-11-01,2,9,,
sherman,3,cmte on Rules,,1791-11-01,2,9,,
strong,3,cmte on Rules,,1791-11-01,2,9,,
wingate,2,cmte on Rules,,1791-11-01,2,9,,
butler,10,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
ellsworth,3,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
few,14,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
foster,1,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
hawkins,2,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
henry,2,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
johnston,4,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
king,1,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
monroe,1,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
robinson,2,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
stanton,1,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
sherman,3,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
strong,11,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
wingate,4,Cmte on Joseph Pannill bill to settle accounts,,1791-11-09,2,6,,
bradley,2,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
burr,10,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
butler,2,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
dickinson,1,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
ellsworth,4,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
few,3,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
foster,1,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
gunn,4,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
hawkins,3,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
langdon,1,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
monroe,2,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
read,1,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
stanton,1,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
sherman,6,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
strong,2,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
wingate,7,Cmte on Joseph Pannill examine facts,,1791-11-15,2,6,,
bradley,6,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
burr,21,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
butler,6,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
cabot,3,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
dickinson,1,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
ellsworth,15,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
hawkins,1,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
henry,2,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
johnston,4,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
izard,4,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
langdon,3,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
monroe,10,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
morris,12,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
read,4,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
rutherfurd,2,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
sherman,4,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
strong,14,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
wingate,2,cmte on Consuls & Vice Consuls,,1791-11-16,2,6,,
bradley,1,Additional cmte bill electors,,1791-11-23,2,8,,
butler,7,Additional cmte bill electors,,1791-11-23,2,8,,
cabot,1,Additional cmte bill electors,,1791-11-23,2,8,,
ellsworth,7,Additional cmte bill electors,,1791-11-23,2,8,,
gunn,1,Additional cmte bill electors,,1791-11-23,2,8,,
henry,1,Additional cmte bill electors,,1791-11-23,2,8,,
izard,1,Additional cmte bill electors,,1791-11-23,2,8,,
king,16,Additional cmte bill electors,,1791-11-23,2,8,,
monroe,1,Additional cmte bill electors,,1791-11-23,2,8,,
morris,3,Additional cmte bill electors,,1791-11-23,2,8,,
robinson,1,Additional cmte bill electors,,1791-11-23,2,8,,
strong,3,Additional cmte bill electors,,1791-11-23,2,8,,
bradley,6,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
burr,12,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
butler,8,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
cabot,5,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
dickinson,2,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
ellsworth,13,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
foster,2,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
gunn,2,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
hawkins,2,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
henry,4,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
johnston,3,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
izard,5,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
king,3,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
langdon,2,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
monroe,7,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
morris,6,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
read,1,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
robinson,1,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
rutherfurd,5,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
stanton,4,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
sherman,4,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
strong,8,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
wingate,5,Cmte to revise the apportionment in OH bill,,1791-11-30,2,6,,
bradley,1,Cmte on invalids bill,,1791-12-05,2,5,,
burr,2,Cmte on invalids bill,,1791-12-05,2,5,,
cabot,2,Cmte on invalids bill,,1791-12-05,2,5,,
dickinson,1,Cmte on invalids bill,,1791-12-05,2,5,,
ellsworth,1,Cmte on invalids bill,,1791-12-05,2,5,,
few,1,Cmte on invalids bill,,1791-12-05,2,5,,
foster,2,Cmte on invalids bill,,1791-12-05,2,5,,
gunn,4,Cmte on invalids bill,,1791-12-05,2,5,,
hawkins,1,Cmte on invalids bill,,1791-12-05,2,5,,
johnston,2,Cmte on invalids bill,,1791-12-05,2,5,,
izard,4,Cmte on invalids bill,,1791-12-05,2,5,,
king,4,Cmte on invalids bill,,1791-12-05,2,5,,
langdon,1,Cmte on invalids bill,,1791-12-05,2,5,,
morris,7,Cmte on invalids bill,,1791-12-05,2,5,,
read,1,Cmte on invalids bill,,1791-12-05,2,5,,
robinson,3,Cmte on invalids bill,,1791-12-05,2,5,,
rutherfurd,2,Cmte on invalids bill,,1791-12-05,2,5,,
stanton,1,Cmte on invalids bill,,1791-12-05,2,5,,
sherman,4,Cmte on invalids bill,,1791-12-05,2,5,,
strong,1,Cmte on invalids bill,,1791-12-05,2,5,,
wingate,12,Cmte on invalids bill,,1791-12-05,2,5,,
bradley,5,Cmte on appropriations,,1791-12-09,2,5,,
burr,7,Cmte on appropriations,,1791-12-09,2,5,,
butler,2,Cmte on appropriations,,1791-12-09,2,5,,
cabot,4,Cmte on appropriations,,1791-12-09,2,5,,
dickinson,2,Cmte on appropriations,,1791-12-09,2,5,,
ellsworth,3,Cmte on appropriations,,1791-12-09,2,5,,
few,4,Cmte on appropriations,,1791-12-09,2,5,,
foster,5,Cmte on appropriations,,1791-12-09,2,5,,
gunn,6,Cmte on appropriations,,1791-12-09,2,5,,
hawkins,4,Cmte on appropriations,,1791-12-09,2,5,,
johnston,3,Cmte on appropriations,,1791-12-09,2,5,,
izard,1,Cmte on appropriations,,1791-12-09,2,5,,
king,2,Cmte on appropriations,,1791-12-09,2,5,,
langdon,1,Cmte on appropriations,,1791-12-09,2,5,,
monroe,8,Cmte on appropriations,,1791-12-09,2,5,,
morris,1,Cmte on appropriations,,1791-12-09,2,5,,
read,6,Cmte on appropriations,,1791-12-09,2,5,,
robinson,4,Cmte on appropriations,,1791-12-09,2,5,,
rutherfurd,4,Cmte on appropriations,,1791-12-09,2,5,,
stanton,4,Cmte on appropriations,,1791-12-09,2,5,,
sherman,8,Cmte on appropriations,,1791-12-09,2,5,,
strong,3,Cmte on appropriations,,1791-12-09,2,5,,
wingate,5,Cmte on appropriations,,1791-12-09,2,5,,
bradley,2,Cmte invalids bill,,1791-12-14,2,6,,
burr,16,Cmte invalids bill,,1791-12-14,2,6,,
butler,6,Cmte invalids bill,,1791-12-14,2,6,,
cabot,3,Cmte invalids bill,,1791-12-14,2,6,,
dickinson,2,Cmte invalids bill,,1791-12-14,2,6,,
ellsworth,4,Cmte invalids bill,,1791-12-14,2,6,,
few,1,Cmte invalids bill,,1791-12-14,2,6,,
foster,2,Cmte invalids bill,,1791-12-14,2,6,,
gunn,2,Cmte invalids bill,,1791-12-14,2,6,,
henry,3,Cmte invalids bill,,1791-12-14,2,6,,
johnston,1,Cmte invalids bill,,1791-12-14,2,6,,
izard,2,Cmte invalids bill,,1791-12-14,2,6,,
langdon,3,Cmte invalids bill,,1791-12-14,2,6,,
monroe,1,Cmte invalids bill,,1791-12-14,2,6,,
morris,5,Cmte invalids bill,,1791-12-14,2,6,,
robinson,2,Cmte invalids bill,,1791-12-14,2,6,,
rutherfurd,1,Cmte invalids bill,,1791-12-14,2,6,,
stanton,1,Cmte invalids bill,,1791-12-14,2,6,,
sherman,2,Cmte invalids bill,,1791-12-14,2,6,,
strong,6,Cmte invalids bill,,1791-12-14,2,6,,
wingate,4,Cmte invalids bill,,1791-12-14,2,6,,
bradley,3,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
burr,4,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
butler,2,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
foster,3,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
gunn,1,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
hawkins,4,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
henry,4,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
johnston,2,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
izard,9,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
langdon,2,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
monroe,2,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
read,2,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
rutherfurd,3,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
wingate,1,Cmte added to the cmte IL land Co,,1791-12-15,2,5,,
burr,4,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
butler,4,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
cabot,4,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
ellsworth,6,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
few,1,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
foster,1,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
gunn,3,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
hawkins,2,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
henry,4,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
johnston,3,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
izard,1,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
king,2,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
langdon,2,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
monroe,3,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
morris,2,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
read,3,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
robinson,2,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
rutherfurd,2,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
sherman,8,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
strong,9,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
wingate,3,cmte on petition of Il & Wabash Co,,1791-12-15,2,5,,
bradley,5,cmte on Fisheries,,1791-12-22,2,6,,
burr,5,cmte on Fisheries,,1791-12-22,2,6,,
butler,5,cmte on Fisheries,,1791-12-22,2,6,,
cabot,11,cmte on Fisheries,,1791-12-22,2,6,,
ellsworth,3,cmte on Fisheries,,1791-12-22,2,6,,
few,1,cmte on Fisheries,,1791-12-22,2,6,,
foster,3,cmte on Fisheries,,1791-12-22,2,6,,
gunn,1,cmte on Fisheries,,1791-12-22,2,6,,
hawkins,5,cmte on Fisheries,,1791-12-22,2,6,,
henry,1,cmte on Fisheries,,1791-12-22,2,6,,
johnston,3,cmte on Fisheries,,1791-12-22,2,6,,
izard,11,cmte on Fisheries,,1791-12-22,2,6,,
king,1,cmte on Fisheries,,1791-12-22,2,6,,
langdon,5,cmte on Fisheries,,1791-12-22,2,6,,
lee,8,cmte on Fisheries,,1791-12-22,2,6,,
monroe,1,cmte on Fisheries,,1791-12-22,2,6,,
morris,10,cmte on Fisheries,,1791-12-22,2,6,,
read,1,cmte on Fisheries,,1791-12-22,2,6,,
robinson,1,cmte on Fisheries,,1791-12-22,2,6,,
rutherfurd,3,cmte on Fisheries,,1791-12-22,2,6,,
stanton,1,cmte on Fisheries,,1791-12-22,2,6,,
sherman,11,cmte on Fisheries,,1791-12-22,2,6,,
strong,4,cmte on Fisheries,,1791-12-22,2,6,,
bradley,1,Cmte on nominations of consuls,,1791-12-30,2,5,,
burr,15,Cmte on nominations of consuls,,1791-12-30,2,5,,
butler,6,Cmte on nominations of consuls,,1791-12-30,2,5,,
cabot,1,Cmte on nominations of consuls,,1791-12-30,2,5,,
ellsworth,9,Cmte on nominations of consuls,,1791-12-30,2,5,,
few,2,Cmte on nominations of consuls,,1791-12-30,2,5,,
foster,3,Cmte on nominations of consuls,,1791-12-30,2,5,,
gunn,9,Cmte on nominations of consuls,,1791-12-30,2,5,,
hawkins,4,Cmte on nominations of consuls,,1791-12-30,2,5,,
henry,2,Cmte on nominations of consuls,,1791-12-30,2,5,,
johnston,2,Cmte on nominations of consuls,,1791-12-30,2,5,,
izard,9,Cmte on nominations of consuls,,1791-12-30,2,5,,
king,6,Cmte on nominations of consuls,,1791-12-30,2,5,,
langdon,2,Cmte on nominations of consuls,,1791-12-30,2,5,,
lee,12,Cmte on nominations of consuls,,1791-12-30,2,5,,
monroe,4,Cmte on nominations of consuls,,1791-12-30,2,5,,
morris,1,Cmte on nominations of consuls,,1791-12-30,2,5,,
read,4,Cmte on nominations of consuls,,1791-12-30,2,5,,
robinson,2,Cmte on nominations of consuls,,1791-12-30,2,5,,
rutherfurd,2,Cmte on nominations of consuls,,1791-12-30,2,5,,
stanton,1,Cmte on nominations of consuls,,1791-12-30,2,5,,
sherman,9,Cmte on nominations of consuls,,1791-12-30,2,5,,
strong,18,Cmte on nominations of consuls,,1791-12-30,2,5,,
wingate,1,Cmte on nominations of consuls,,1791-12-30,2,5,,
bradley,13,Cmte on Bill settling public accts,,1792-01-05,2,5,,
butler,3,Cmte on Bill settling public accts,,1792-01-05,2,5,,
dickinson,1,Cmte on Bill settling public accts,,1792-01-05,2,5,,
ellsworth,6,Cmte on Bill settling public accts,,1792-01-05,2,5,,
few,1,Cmte on Bill settling public accts,,1792-01-05,2,5,,
foster,3,Cmte on Bill settling public accts,,1792-01-05,2,5,,
henry,2,Cmte on Bill settling public accts,,1792-01-05,2,5,,
izard,1,Cmte on Bill settling public accts,,1792-01-05,2,5,,
johnston,1,Cmte on Bill settling public accts,,1792-01-05,2,5,,
king,1,Cmte on Bill settling public accts,,1792-01-05,2,5,,
langdon,1,Cmte on Bill settling public accts,,1792-01-05,2,5,,
lee,1,Cmte on Bill settling public accts,,1792-01-05,2,5,,
monroe,9,Cmte on Bill settling public accts,,1792-01-05,2,5,,
morris,1,Cmte on Bill settling public accts,,1792-01-05,2,5,,
robinson,1,Cmte on Bill settling public accts,,1792-01-05,2,5,,
rutherfurd,4,Cmte on Bill settling public accts,,1792-01-05,2,5,,
sherman,2,Cmte on Bill settling public accts,,1792-01-05,2,5,,
strong,4,Cmte on Bill settling public accts,,1792-01-05,2,5,,
bassett,1,Cmte on widows & orphans bill,,1792-01-10,2,5,,
burr,20,Cmte on widows & orphans bill,,1792-01-10,2,5,,
butler,9,Cmte on widows & orphans bill,,1792-01-10,2,5,,
cabot,3,Cmte on widows & orphans bill,,1792-01-10,2,5,,
carroll,1,Cmte on widows & orphans bill,,1792-01-10,2,5,,
ellsworth,4,Cmte on widows & orphans bill,,1792-01-10,2,5,,
foster,1,Cmte on widows & orphans bill,,1792-01-10,2,5,,
gunn,1,Cmte on widows & orphans bill,,1792-01-10,2,5,,
izard,1,Cmte on widows & orphans bill,,1792-01-10,2,5,,
johnston,1,Cmte on widows & orphans bill,,1792-01-10,2,5,,
lee,3,Cmte on widows & orphans bill,,1792-01-10,2,5,,
monroe,1,Cmte on widows & orphans bill,,1792-01-10,2,5,,
morris,1,Cmte on widows & orphans bill,,1792-01-10,2,5,,
read,1,Cmte on widows & orphans bill,,1792-01-10,2,5,,
sherman,1,Cmte on widows & orphans bill,,1792-01-10,2,5,,
strong,15,Cmte on widows & orphans bill,,1792-01-10,2,5,,
wingate,3,Cmte on widows & orphans bill,,1792-01-10,2,5,,
bassett,5,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
bradley,2,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
butler,15,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
cabot,5,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
carroll,5,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
ellsworth,6,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
few,1,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
foster,2,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
gunn,1,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
hawkins,3,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
henry,7,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
izard,3,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
johnston,5,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
king,7,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
langdon,3,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
lee,6,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
monroe,4,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
morris,2,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
read,5,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
rutherfurd,2,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
sherman,8,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
stanton,2,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
strong,10,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
wingate,1,Cmte on Indian affairs wrt Seneca chief,,1792-01-18,2,5,,
bassett,4,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
bradley,3,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
butler,3,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
cabot,4,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
carroll,4,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
dickinson,4,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
ellsworth,9,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
few,3,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
hawkins,11,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
henry,4,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
izard,6,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
johnston,3,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
king,2,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
lee,9,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
monroe,4,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
read,3,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
robinson,2,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
rutherfurd,3,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
sherman,6,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
strong,11,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
wingate,4,Cmte on Half-pay & to invalids bill,,1792-01-30,2,5,,
bassett,2,Cmte on bill for military establishment and protection of frontiers,,1792-02-09,2,4,,
bradley,10,Cmte on bill for military establishment and protection of frontiers,,1792-02-09,2,4,,
butler,4,Cmte on bill for military establishment and protection of frontiers,,1792-02-09,2,4,,
cabot,3,Cmte on bill for military establishment and protection of frontiers,,1792-02-09,2,4,,
carroll,8,Cmte on bill for military establishment and protection of frontiers,,1792-02-09,2,4,,
dickinson,3,Cmte on bill for military establishment and protection of frontiers,,1792-02-09,2,4,,
ellsworth,10,Cmte on bill for military establishment and protection of frontiers,,1792-02-09,2,4,,
few,2,Cmte on bill for military establishment and protection of frontiers,,1792-02-09,2,4,,
foster,3,Cmte on bill for military establishment and protection of frontiers,,1792-02-09,2,4,,
gunn,15,Cmte on bill for military establishment and protection of frontiers,,1792-02-09,2,4,,
