name,votes,committee,cmte_type,date,congress,page,first,st
adams,6,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
anderson,2,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
baldwin,5,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
bradley,23,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
butler,28,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
clinton,22,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
dayton,4,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
franklin,1,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
hillhouse,4,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
jackson,7,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
logan,1,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
nicholas,14,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
pickering,5,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
plumer,1,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
smith,14,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,Samuel,MD
stone,3,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
taylor,4,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
tracy,9,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
wells,1,Cmte on amendment to the constitution PUS elections,,1803-10-22,8,1,,
anderson,12,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
baldwin,7,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
bradley,3,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
breckinridge,2,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
clinton,1,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
cocke,3,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
condit,1,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
dayton,3,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
ellery,1,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
franklin,4,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
jackson,5,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
logan,4,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
nicholas,2,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
smith,2,Cmte on revisal & unfinished business,,1803-10-22,8,1,Israel,VT
smith,1,Cmte on revisal & unfinished business,,1803-10-22,8,1,Samuel,MD
stone,3,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
tracy,19,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
wells,2,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
wright,3,Cmte on revisal & unfinished business,,1803-10-22,8,1,,
anderson,2,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
baldwin,10,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
bradley,2,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
breckinridge,21,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
butler,1,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
clinton,1,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
cocke,1,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
dayton,16,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
franklin,1,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
jackson,1,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
logan,2,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
nicholas,2,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
pickering,2,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
plumer,1,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
smith,6,Cmte on LA Purchase Bill,,1803-10-24,8,1,Israel,VT
smith,1,Cmte on LA Purchase Bill,,1803-10-24,8,1,Samuel,MD
stone,3,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
taylor,4,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
tracy,3,Cmte on LA Purchase Bill,,1803-10-24,8,1,,
adams,1,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
baldwin,1,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
bradley,3,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
breckinridge,4,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
cocke,4,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
franklin,12,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
hillhouse,8,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
jackson,4,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
maclay,1,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
nicholas,1,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
olcott,3,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
plumer,1,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
potter,1,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
stone,1,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
tracy,6,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
wells,9,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
worthington,18,Cmte on petition of Martha Seamans,,1803-10-27,8,1,,
bailey,1,Cmte on enrolled bills,,1803-10-29,8,1,,
condit,2,Cmte on enrolled bills,,1803-10-29,8,1,,
smith,12,Cmte on enrolled bills,,1803-10-29,8,1,Israel,VT
smith,1,Cmte on enrolled bills,,1803-10-29,8,1,Samuel,MD
stone,2,Cmte on enrolled bills,,1803-10-29,8,1,,
worthington,4,Cmte on enrolled bills,,1803-10-29,8,1,,
anderson,1,Conference cmte on LA Bill,,1803-10-29,8,1,,
baldwin,2,Conference cmte on LA Bill,,1803-10-29,8,1,,
breckinridge,16,Conference cmte on LA Bill,,1803-10-29,8,1,,
cocke,4,Conference cmte on LA Bill,,1803-10-29,8,1,,
dayton,11,Conference cmte on LA Bill,,1803-10-29,8,1,,
hillhouse,1,Conference cmte on LA Bill,,1803-10-29,8,1,,
smith,1,Conference cmte on LA Bill,,1803-10-29,8,1,Samuel,MD
tracy,1,Conference cmte on LA Bill,,1803-10-29,8,1,,
wright,7,Conference cmte on LA Bill,,1803-10-29,8,1,,
adams,3,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
anderson,3,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
bailey,1,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
baldwin,9,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
bradley,4,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
breckinridge,11,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
butler,6,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
cocke,2,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
dayton,4,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
ellery,1,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
franklin,9,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
hillhouse,2,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
jackson,4,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
logan,3,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
olcott,3,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
pickering,4,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
plumer,1,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
smith,5,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,Israel,VT
smith,1,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,John,OH
smith,1,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,Samuel,MD
stone,1,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
taylor,2,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
tracy,17,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
wells,3,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
white,2,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
worthington,17,Cmte on petition of John Crouse and others - purchasers of land in Ohio,,1803-11-01,8,2,,
adams,8,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
anderson,2,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
bailey,4,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
baldwin,7,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
bradley,3,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
breckinridge,1,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
butler,5,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
cocke,1,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
dayton,3,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
ellery,2,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
franklin,1,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
jackson,2,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
logan,1,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
maclay,3,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
nicholas,2,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
pickering,1,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
potter,1,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
smith,2,Cmte on British Treaty appropriations,,1803-11-04,8,2,Israel,VT
smith,1,Cmte on British Treaty appropriations,,1803-11-04,8,2,John,OH
stone,2,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
taylor,4,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
tracy,8,Cmte on British Treaty appropriations,,1803-11-04,8,2,,
anderson,10,Cmte on transportation of mails,,1803-11-04,8,2,,
bailey,1,Cmte on transportation of mails,,1803-11-04,8,2,,
baldwin,2,Cmte on transportation of mails,,1803-11-04,8,2,,
bradley,6,Cmte on transportation of mails,,1803-11-04,8,2,,
breckinridge,3,Cmte on transportation of mails,,1803-11-04,8,2,,
dayton,1,Cmte on transportation of mails,,1803-11-04,8,2,,
ellery,2,Cmte on transportation of mails,,1803-11-04,8,2,,
franklin,4,Cmte on transportation of mails,,1803-11-04,8,2,,
hillhouse,2,Cmte on transportation of mails,,1803-11-04,8,2,,
jackson,22,Cmte on transportation of mails,,1803-11-04,8,2,,
logan,2,Cmte on transportation of mails,,1803-11-04,8,2,,
pickering,1,Cmte on transportation of mails,,1803-11-04,8,2,,
potter,1,Cmte on transportation of mails,,1803-11-04,8,2,,
smith,1,Cmte on transportation of mails,,1803-11-04,8,2,John,OH
stone,3,Cmte on transportation of mails,,1803-11-04,8,2,,
taylor,1,Cmte on transportation of mails,,1803-11-04,8,2,,
tracy,3,Cmte on transportation of mails,,1803-11-04,8,2,,
wells,1,Cmte on transportation of mails,,1803-11-04,8,2,,
white,3,Cmte on transportation of mails,,1803-11-04,8,2,,
worthington,2,Cmte on transportation of mails,,1803-11-04,8,2,,
anderson,6,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
baldwin,4,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
bradley,4,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
breckinridge,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
cocke,3,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
condit,2,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
dayton,3,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
ellery,2,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
franklin,16,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
hillhouse,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
jackson,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
logan,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
maclay,4,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
nicholas,2,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
olcott,3,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
pickering,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
plumer,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
potter,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
smith,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,Israel,VT
smith,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,John,OH
stone,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
taylor,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
tracy,7,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
worthington,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
wright,1,Cmte on petition of Rob Quillen,,1803-11-07,8,2,,
adams,6,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
baldwin,14,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
bradley,18,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
breckinridge,6,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
butler,3,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
cocke,1,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
condit,1,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
dayton,4,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
ellery,2,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
franklin,8,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
hillhouse,6,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
jackson,7,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
logan,1,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
maclay,2,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
nicholas,2,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
olcott,1,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
smith,3,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,Israel,VT
smith,3,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,John,OH
stone,5,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
taylor,2,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
tracy,16,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
wells,3,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
worthington,15,Cmte of 5 on Bill to divide IN territory,,1803-11-09,8,2,,
adams,4,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
bailey,2,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
baldwin,13,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
bradley,15,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
breckinridge,4,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
butler,4,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
cocke,7,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
dayton,1,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
franklin,3,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
hillhouse,1,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
jackson,4,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
maclay,4,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
nicholas,4,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
olcott,2,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
pickering,1,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
plumer,1,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
smith,3,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,Israel,VT
smith,1,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,John,OH
taylor,7,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
tracy,17,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
wells,4,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
white,4,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
wright,11,Cmte respecting impeachment of Pickering,,1803-11-14,8,2,,
adams,3,Cmte on motion to reprint laws,,1803-11-14,8,3,,
anderson,1,Cmte on motion to reprint laws,,1803-11-14,8,3,,
bailey,1,Cmte on motion to reprint laws,,1803-11-14,8,3,,
baldwin,4,Cmte on motion to reprint laws,,1803-11-14,8,3,,
bradley,1,Cmte on motion to reprint laws,,1803-11-14,8,3,,
breckinridge,1,Cmte on motion to reprint laws,,1803-11-14,8,3,,
butler,1,Cmte on motion to reprint laws,,1803-11-14,8,3,,
condit,3,Cmte on motion to reprint laws,,1803-11-14,8,3,,
dayton,1,Cmte on motion to reprint laws,,1803-11-14,8,3,,
ellery,2,Cmte on motion to reprint laws,,1803-11-14,8,3,,
franklin,2,Cmte on motion to reprint laws,,1803-11-14,8,3,,
hillhouse,1,Cmte on motion to reprint laws,,1803-11-14,8,3,,
jackson,2,Cmte on motion to reprint laws,,1803-11-14,8,3,,
logan,1,Cmte on motion to reprint laws,,1803-11-14,8,3,,
maclay,1,Cmte on motion to reprint laws,,1803-11-14,8,3,,
nicholas,3,Cmte on motion to reprint laws,,1803-11-14,8,3,,
pickering,1,Cmte on motion to reprint laws,,1803-11-14,8,3,,
plumer,3,Cmte on motion to reprint laws,,1803-11-14,8,3,,
smith,3,Cmte on motion to reprint laws,,1803-11-14,8,3,Israel,VT
smith,1,Cmte on motion to reprint laws,,1803-11-14,8,3,John,OH
stone,5,Cmte on motion to reprint laws,,1803-11-14,8,3,,
tracy,16,Cmte on motion to reprint laws,,1803-11-14,8,3,,
wells,1,Cmte on motion to reprint laws,,1803-11-14,8,3,,
white,2,Cmte on motion to reprint laws,,1803-11-14,8,3,,
wright,2,Cmte on motion to reprint laws,,1803-11-14,8,3,,
adams,8,Cmte on British Treaty,,1803-11-15,8,3,,
baldwin,5,Cmte on British Treaty,,1803-11-15,8,3,,
breckinridge,6,Cmte on British Treaty,,1803-11-15,8,3,,
dayton,3,Cmte on British Treaty,,1803-11-15,8,3,,
hillhouse,3,Cmte on British Treaty,,1803-11-15,8,3,,
jackson,1,Cmte on British Treaty,,1803-11-15,8,3,,
nicholas,7,Cmte on British Treaty,,1803-11-15,8,3,,
pickering,6,Cmte on British Treaty,,1803-11-15,8,3,,
stone,3,Cmte on British Treaty,,1803-11-15,8,3,,
taylor,2,Cmte on British Treaty,,1803-11-15,8,3,,
tracy,3,Cmte on British Treaty,,1803-11-15,8,3,,
wells,6,Cmte on British Treaty,,1803-11-15,8,3,,
white,1,Cmte on British Treaty,,1803-11-15,8,3,,
worthington,4,Cmte on British Treaty,,1803-11-15,8,3,,
wright,7,Cmte on British Treaty,,1803-11-15,8,3,,
anderson,10,Cmte on New Orleans Bill,,1803-11-16,8,3,,
bailey,4,Cmte on New Orleans Bill,,1803-11-16,8,3,,
baldwin,3,Cmte on New Orleans Bill,,1803-11-16,8,3,,
breckinridge,7,Cmte on New Orleans Bill,,1803-11-16,8,3,,
butler,1,Cmte on New Orleans Bill,,1803-11-16,8,3,,
condit,2,Cmte on New Orleans Bill,,1803-11-16,8,3,,
dayton,1,Cmte on New Orleans Bill,,1803-11-16,8,3,,
ellery,3,Cmte on New Orleans Bill,,1803-11-16,8,3,,
franklin,6,Cmte on New Orleans Bill,,1803-11-16,8,3,,
hillhouse,1,Cmte on New Orleans Bill,,1803-11-16,8,3,,
logan,2,Cmte on New Orleans Bill,,1803-11-16,8,3,,
plumer,3,Cmte on New Orleans Bill,,1803-11-16,8,3,,
smith,1,Cmte on New Orleans Bill,,1803-11-16,8,3,John,OH
stone,3,Cmte on New Orleans Bill,,1803-11-16,8,3,,
taylor,2,Cmte on New Orleans Bill,,1803-11-16,8,3,,
tracy,2,Cmte on New Orleans Bill,,1803-11-16,8,3,,
anderson,2,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
bailey,2,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
baldwin,2,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
bradley,17,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
breckinridge,2,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
butler,1,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
cocke,2,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
ellery,2,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
franklin,2,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
jackson,2,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
logan,2,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
maclay,1,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
nicholas,2,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
plumer,1,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
stone,4,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
taylor,2,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
tracy,12,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
wells,1,emte on motion for Sec of T to furnish statements,,1803-11-17,8,3,,
adams,11,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
anderson,2,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
bailey,1,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
baldwin,3,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
bradley,3,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
breckinridge,3,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
butler,4,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
dayton,3,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
franklin,3,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
hillhouse,2,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
jackson,5,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
logan,1,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
maclay,2,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
nicholas,2,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
pickering,1,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
smith,20,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,Samuel,MD
stone,4,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
taylor,3,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
wright,5,Cmte on Morocco bill for protection and seamen and commerce,,1803-11-22,8,3,,
adams,4,Cmte on salary bill,,1803-11-23,8,3,,
bailey,5,Cmte on salary bill,,1803-11-23,8,3,,
baldwin,8,Cmte on salary bill,,1803-11-23,8,3,,
bradley,9,Cmte on salary bill,,1803-11-23,8,3,,
breckinridge,1,Cmte on salary bill,,1803-11-23,8,3,,
butler,2,Cmte on salary bill,,1803-11-23,8,3,,
condit,2,Cmte on salary bill,,1803-11-23,8,3,,
ellery,3,Cmte on salary bill,,1803-11-23,8,3,,
franklin,5,Cmte on salary bill,,1803-11-23,8,3,,
jackson,2,Cmte on salary bill,,1803-11-23,8,3,,
logan,4,Cmte on salary bill,,1803-11-23,8,3,,
maclay,1,Cmte on salary bill,,1803-11-23,8,3,,
nicholas,3,Cmte on salary bill,,1803-11-23,8,3,,
plumer,1,Cmte on salary bill,,1803-11-23,8,3,,
smith,4,Cmte on salary bill,,1803-11-23,8,3,Israel,VT
smith,6,Cmte on salary bill,,1803-11-23,8,3,Samuel,MD
smith,1,Cmte on salary bill,,1803-11-23,8,3,John,OH
stone,4,Cmte on salary bill,,1803-11-23,8,3,,
taylor,3,Cmte on salary bill,,1803-11-23,8,3,,
tracy,4,Cmte on salary bill,,1803-11-23,8,3,,
wells,2,Cmte on salary bill,,1803-11-23,8,3,,
worthington,1,Cmte on salary bill,,1803-11-23,8,3,,
adams,4,Cmte on Spanish Treaty,,1803-11-25,8,3,,
anderson,1,Cmte on Spanish Treaty,,1803-11-25,8,3,,
baldwin,6,Cmte on Spanish Treaty,,1803-11-25,8,3,,
bradley,16,Cmte on Spanish Treaty,,1803-11-25,8,3,,
butler,3,Cmte on Spanish Treaty,,1803-11-25,8,3,,
