name,votes,committee,cmte_type,date,congress,page
Gaillard,1,cmte on Library,,1805-12-06,9,3
Gilman,1,cmte on Library,,1805-12-06,9,3
Hillhouse,1,cmte on Library,,1805-12-06,9,3
Maclay,1,cmte on Library,,1805-12-06,9,3
Mitchill,13,cmte on Library,,1805-12-06,9,3
Plumer,2,cmte on Library,,1805-12-06,9,3
Smith(VT),2,cmte on Library,,1805-12-06,9,3
Stone,2,cmte on Library,,1805-12-06,9,3
Sumter,1,cmte on Library,,1805-12-06,9,3
tracy,5,cmte on Library,,1805-12-06,9,3
Wright,1,cmte on Library,,1805-12-06,9,3
Anderson,1,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Bald,6,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Brad,11,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Condit,2,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Fenner,1,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Gail,3,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Gilm,1,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Hill,1,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Jackson,5,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Kit,1,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Logan,2,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Maclay,1,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Mit,4,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Moore,1,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Plum,2,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
TN,1,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
VT,3,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Sumter,1,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Tracy,1,Cmte on bill to prohibit export of arms,,1805-12-13,9,10
Adair,2,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Anderson,12,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Bald,4,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Condit,1,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Gail,1,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Hill,12,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Jackson,7,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Kit,1,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Maclay,2,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Mit,1,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Moore,1,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Pick,2,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
TN,3,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
VT,1,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Stone,2,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Thrus,1,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Tracy,4,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
White,3,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Worth,1,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Wright,20,cmte on Treaty at Fort Industry with Chikasaw etc,,1805-12-13,9,10
Adair,1,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Anderson,2,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Bald,16,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Bradl,2,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Fenner,2,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Gilm,3,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Hill,1,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Logan,1,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Mitch,8,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Stone,1,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Thurs,1,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Tracy,16,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Worth,15,Cmte on Treaty at Fort Industry with Wyandot etc,,1805-12-16,9,10
Adair,1,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Adams,4,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
And,2,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Bald,8,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Hill,2,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Jack,7,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Kit,1,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Logan,1,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Maclay,3,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Mit,2,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Moore,1,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Pick,1,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
MD,4,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Tn,2,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
VT,3,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Stone,1,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Tracy,3,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
White,2,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Worth,2,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Wright,10,Cmte on treaty at Washington with Creek,,1805-12-16,9,10
Adair,1,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Adams,4,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
And,5,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Bald,5,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Bradl,4,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Gail,1,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Gil,1,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Howl,1,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Jackson,3,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Kitch,1,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Maclay,2,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Mit,4,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Pick,1,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
plum,1,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
MD,6,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
OH,1,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
TN,1,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Stone,2,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Tracy,3,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
White,2,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Worth,8,cmte on Treaty at Grouseland IN with Delawares etc,,1805-12-16,9,10
Adair,2,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Adams,6,Cmte on short treaty with Cherokee,,1805-12-16,9,11
And,20,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Bald,6,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Bradl,21,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Cond,1,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Gail,3,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Gilm,2,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Hill,3,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Kit,2,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Logan,1,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Maclay,2,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Mit,1,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Moore,1,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Pick,16,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Plumer,1,Cmte on short treaty with Cherokee,,1805-12-16,9,11
MD,6,Cmte on short treaty with Cherokee,,1805-12-16,9,11
TN,2,Cmte on short treaty with Cherokee,,1805-12-16,9,11
VT,3,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Stone,5,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Sumter,4,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Thrus,1,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Tracy,10,Cmte on short treaty with Cherokee,,1805-12-16,9,11
White,1,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Worth,2,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Wright,17,Cmte on short treaty with Cherokee,,1805-12-16,9,11
Adams,6,cmte on treaty with Tripoli,,1805-12-16,9,11
And,1,cmte on treaty with Tripoli,,1805-12-16,9,11
Bald,4,cmte on treaty with Tripoli,,1805-12-16,9,11
Bradl,5,cmte on treaty with Tripoli,,1805-12-16,9,11
Cond,1,cmte on treaty with Tripoli,,1805-12-16,9,11
Fenn,1,cmte on treaty with Tripoli,,1805-12-16,9,11
Gail,1,cmte on treaty with Tripoli,,1805-12-16,9,11
Gilm,3,cmte on treaty with Tripoli,,1805-12-16,9,11
Hill,1,cmte on treaty with Tripoli,,1805-12-16,9,11
Jack,3,cmte on treaty with Tripoli,,1805-12-16,9,11
Kit,2,cmte on treaty with Tripoli,,1805-12-16,9,11
Logan,3,cmte on treaty with Tripoli,,1805-12-16,9,11
Maclay,1,cmte on treaty with Tripoli,,1805-12-16,9,11
Mit,6,cmte on treaty with Tripoli,,1805-12-16,9,11
Moore,1,cmte on treaty with Tripoli,,1805-12-16,9,11
Pick,1,cmte on treaty with Tripoli,,1805-12-16,9,11
Plumer,1,cmte on treaty with Tripoli,,1805-12-16,9,11
MD,18,cmte on treaty with Tripoli,,1805-12-16,9,11
Oh,1,cmte on treaty with Tripoli,,1805-12-16,9,11
TN,2,cmte on treaty with Tripoli,,1805-12-16,9,11
VT,1,cmte on treaty with Tripoli,,1805-12-16,9,11
Stone,1,cmte on treaty with Tripoli,,1805-12-16,9,11
Sumter,4,cmte on treaty with Tripoli,,1805-12-16,9,11
Tracy,7,cmte on treaty with Tripoli,,1805-12-16,9,11
White,1,cmte on treaty with Tripoli,,1805-12-16,9,11
Adair,1,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Adams,4,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
And,7,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Bald,8,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Brad,2,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Howl,2,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Jack,2,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Kit,1,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Logan,3,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Mit,4,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Moore,2,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Pick,1,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
MD,1,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Sumter,1,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Tracy,17,Cmte on bill Theododrick Armistead,,1805-12-19,9,11
Adair,1,Cmte on Canada refugees,,1805-12-20,9,11
Adams,2,Cmte on Canada refugees,,1805-12-20,9,11
Bald,5,Cmte on Canada refugees,,1805-12-20,9,11
Brad,8,Cmte on Canada refugees,,1805-12-20,9,11
Cond,1,Cmte on Canada refugees,,1805-12-20,9,11
Fenn,1,Cmte on Canada refugees,,1805-12-20,9,11
Gilm,1,Cmte on Canada refugees,,1805-12-20,9,11
Hill,1,Cmte on Canada refugees,,1805-12-20,9,11
Howl,1,Cmte on Canada refugees,,1805-12-20,9,11
Logan,4,Cmte on Canada refugees,,1805-12-20,9,11
Maclay,3,Cmte on Canada refugees,,1805-12-20,9,11
Mit,3,Cmte on Canada refugees,,1805-12-20,9,11
Moore,2,Cmte on Canada refugees,,1805-12-20,9,11
NY,2,Cmte on Canada refugees,,1805-12-20,9,11
VT,2,Cmte on Canada refugees,,1805-12-20,9,11
Sumter,2,Cmte on Canada refugees,,1805-12-20,9,11
Tracy,5,Cmte on Canada refugees,,1805-12-20,9,11
Adair,2,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
And,12,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Bald,7,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Bradl,6,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Cond,3,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Hill,1,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Jack,1,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Kit,1,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Logan,2,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Maclay,3,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Mit,2,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Plumer,2,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
MD,1,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
NY,1,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
TN,1,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
vt,2,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Sumter,1,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Thrus,1,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Tracy,8,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Worth,1,Cmte on bill invalids as resullt of military service pensions,,1805-12-20,9,11
Adair,1,Cmte bill foreign coins,,1805-12-22,9,11
Adams,4,Cmte bill foreign coins,,1805-12-22,9,11
Anderson,6,Cmte bill foreign coins,,1805-12-22,9,11
Bald,1,Cmte bill foreign coins,,1805-12-22,9,11
Bradl,2,Cmte bill foreign coins,,1805-12-22,9,11
Cond,3,Cmte bill foreign coins,,1805-12-22,9,11
Fenn,1,Cmte bill foreign coins,,1805-12-22,9,11
Gail,1,Cmte bill foreign coins,,1805-12-22,9,11
Gilm,2,Cmte bill foreign coins,,1805-12-22,9,11
Hill,2,Cmte bill foreign coins,,1805-12-22,9,11
Howl,2,Cmte bill foreign coins,,1805-12-22,9,11
Jack,3,Cmte bill foreign coins,,1805-12-22,9,11
Kit,1,Cmte bill foreign coins,,1805-12-22,9,11
Logan,1,Cmte bill foreign coins,,1805-12-22,9,11
Maclay,3,Cmte bill foreign coins,,1805-12-22,9,11
Mit,1,Cmte bill foreign coins,,1805-12-22,9,11
MD,4,Cmte bill foreign coins,,1805-12-22,9,11
NY,1,Cmte bill foreign coins,,1805-12-22,9,11
OH,1,Cmte bill foreign coins,,1805-12-22,9,11
VT,1,Cmte bill foreign coins,,1805-12-22,9,11
Sumter,2,Cmte bill foreign coins,,1805-12-22,9,11
Thrus,2,Cmte bill foreign coins,,1805-12-22,9,11
Tracy,5,Cmte bill foreign coins,,1805-12-22,9,11
White,1,Cmte bill foreign coins,,1805-12-22,9,11
Adams,4,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
And,19,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Bald,12,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Bradl,14,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Cond,2,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Gail,4,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Gilm,1,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Hill,1,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Jack,6,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Kit,1,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Logan,5,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Maclay,2,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Mitch,7,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Moore,2,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Pick,2,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Plum,1,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
MD,11,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
NY,3,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
OH,5,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
TN,1,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
VT,3,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Sumter,5,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Thrus,4,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Tracy,8,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
White,2,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Worth,9,Cmte on LA nomination for territorial courts,,1805-12-23,9,11
Adair,2,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Adams,1,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
And,5,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Bald,7,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Bradl,5,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Fenner,1,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Gilm,2,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Jack,1,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Maciay,1,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Mit,4,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Moore,2,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Pick,3,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Plum,1,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
MD,2,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
NY,1,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
OH,3,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
VT,2,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
thrus,5,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Tracy,16,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Worth,8,Cmte on message of PUS on state of MI Territory and papers,,1805-12-23,9,11
Adair,2,cmte on bill French claims,,1805-12-23,9,11
Adams,1,cmte on bill French claims,,1805-12-23,9,11
Bald,4,cmte on bill French claims,,1805-12-23,9,11
Bradl,6,cmte on bill French claims,,1805-12-23,9,11
Cond,1,cmte on bill French claims,,1805-12-23,9,11
Fenner,1,cmte on bill French claims,,1805-12-23,9,11
Gaill,3,cmte on bill French claims,,1805-12-23,9,11
Gil,1,cmte on bill French claims,,1805-12-23,9,11
Hill,2,cmte on bill French claims,,1805-12-23,9,11
Jack,2,cmte on bill French claims,,1805-12-23,9,11
Logan,3,cmte on bill French claims,,1805-12-23,9,11
Maclay,2,cmte on bill French claims,,1805-12-23,9,11
Mit,10,cmte on bill French claims,,1805-12-23,9,11
Moore,1,cmte on bill French claims,,1805-12-23,9,11
Plum,1,cmte on bill French claims,,1805-12-23,9,11
MD,8,cmte on bill French claims,,1805-12-23,9,11
OH,1,cmte on bill French claims,,1805-12-23,9,11
Sumter,1,cmte on bill French claims,,1805-12-23,9,11
Tracy,1,cmte on bill French claims,,1805-12-23,9,11
White,2,cmte on bill French claims,,1805-12-23,9,11
Worth,1,cmte on bill French claims,,1805-12-23,9,11
Adair,2,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Adams,1,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
And,4,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Bald,8,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Bradl,4,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Cond,3,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Gail,1,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Gilm,1,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Howl,1,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Jack,1,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Logan,2,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Maclay,1,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Mit,2,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Moore,2,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Pick,1,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
OH,1,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
VT,2,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Sumter,2,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Thrus,4,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Tracy,15,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
White,2,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Worth,9,Cmte on message nominating Peter Welch and others as consuls - AG - territorial offices - etc Dec-23,,1805-12-27,9,12
Adair,1,Cmte on bill Tappan,,1805-12-30,9,12
And,1,Cmte on bill Tappan,,1805-12-30,9,12
Bald,3,Cmte on bill Tappan,,1805-12-30,9,12
Brad,12,Cmte on bill Tappan,,1805-12-30,9,12
Cond,3,Cmte on bill Tappan,,1805-12-30,9,12
Fenn,1,Cmte on bill Tappan,,1805-12-30,9,12
Gail,1,Cmte on bill Tappan,,1805-12-30,9,12
Howl,3,Cmte on bill Tappan,,1805-12-30,9,12
Jack,1,Cmte on bill Tappan,,1805-12-30,9,12
Kit,2,Cmte on bill Tappan,,1805-12-30,9,12
Logan,1,Cmte on bill Tappan,,1805-12-30,9,12
Maclay,2,Cmte on bill Tappan,,1805-12-30,9,12
Mit,4,Cmte on bill Tappan,,1805-12-30,9,12
Moore,1,Cmte on bill Tappan,,1805-12-30,9,12
Pick,1,Cmte on bill Tappan,,1805-12-30,9,12
Plum,1,Cmte on bill Tappan,,1805-12-30,9,12
MD,1,Cmte on bill Tappan,,1805-12-30,9,12
OH,1,Cmte on bill Tappan,,1805-12-30,9,12
Vt,1,Cmte on bill Tappan,,1805-12-30,9,12
Sumter,1,Cmte on bill Tappan,,1805-12-30,9,12
Thurs,1,Cmte on bill Tappan,,1805-12-30,9,12
Tracy,2,Cmte on bill Tappan,,1805-12-30,9,12
Worth,2,Cmte on bill Tappan,,1805-12-30,9,12
Adams,1,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,,1805-12-31,9,12
And,10,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,,1805-12-31,9,12
Bald,5,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,,1805-12-31,9,12
Brad,3,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,,1805-12-31,9,12
Cond,2,Cmte on petition of Philip Jones and others for compensations as judges in New Orleans,,1805-12-31,9,12
