name,votes,committee,cmte_type,date,congress,page
Laur,3,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1
Liver,2,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1
Marsh,16,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1
Mason,2,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1
Read,4,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1
Ross,17,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1
Sedg,20,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1
Taze,1,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1
Tracy,21,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1
Vining,16,Cmte on artillery & Cavalry & Provisional army,,1797-05-29,5,1
Bing,3,Cmte on bill militia,,1797-05-29,5,1
Blount,3,Cmte on bill militia,,1797-05-29,5,1
Brown,3,Cmte on bill militia,,1797-05-29,5,1
Foster,14,Cmte on bill militia,,1797-05-29,5,1
Goodhue,1,Cmte on bill militia,,1797-05-29,5,1
Hunter,2,Cmte on bill militia,,1797-05-29,5,1
How,24,Cmte on bill militia,,1797-05-29,5,1
Lang,9,Cmte on bill militia,,1797-05-29,5,1
Laur,11,Cmte on bill militia,,1797-05-29,5,1
Lat,16,Cmte on bill militia,,1797-05-29,5,1
Liver,1,Cmte on bill militia,,1797-05-29,5,1
Martin,2,Cmte on bill militia,,1797-05-29,5,1
Mason,9,Cmte on bill militia,,1797-05-29,5,1
Read,1,Cmte on bill militia,,1797-05-29,5,1
Ross,6,Cmte on bill militia,,1797-05-29,5,1
Sedg,2,Cmte on bill militia,,1797-05-29,5,1
Stockton,3,Cmte on bill militia,,1797-05-29,5,1
Tazewell,1,Cmte on bill militia,,1797-05-29,5,1
Tattnall,6,Cmte on bill militia,,1797-05-29,5,1
Tichenor,15,Cmte on bill militia,,1797-05-29,5,1
Tracy,2,Cmte on bill militia,,1797-05-29,5,1
Vining,6,Cmte on bill militia,,1797-05-29,5,1
Brown,1,Cmte on ports & harbors,,1797-05-29,5,1
Foster,1,Cmte on ports & harbors,,1797-05-29,5,1
Goodh,1,Cmte on ports & harbors,,1797-05-29,5,1
Henry,1,Cmte on ports & harbors,,1797-05-29,5,1
Hillhouse,16,Cmte on ports & harbors,,1797-05-29,5,1
Howard,3,Cmte on ports & harbors,,1797-05-29,5,1
Langdon,2,Cmte on ports & harbors,,1797-05-29,5,1
Paine,16,Cmte on ports & harbors,,1797-05-29,5,1
Read,1,Cmte on ports & harbors,,1797-05-29,5,1
Rutherfurd,1,Cmte on ports & harbors,,1797-05-29,5,1
sedg,1,Cmte on ports & harbors,,1797-05-29,5,1
Stock,17,Cmte on ports & harbors,,1797-05-29,5,1
Tattnall,2,Cmte on ports & harbors,,1797-05-29,5,1
Tracy,1,Cmte on ports & harbors,,1797-05-29,5,1
Vining,1,Cmte on ports & harbors,,1797-05-29,5,1
Bradford,1,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Brown,1,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Henry,2,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Hunter,1,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Lang,5,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Laur,15,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Liver,15,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Mason,1,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Read,14,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Sedg,8,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Tattnall,1,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Taze,9,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Tich,4,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Tracy,2,Cmte on recommitted bill depredations by Americans on American,,1797-05-29,5,1
Bing,3,Cmte on Tripoli Treaty,,1797-05-30,5,1
Blood,8,Cmte on Tripoli Treaty,,1797-05-30,5,1
Brad,1,Cmte on Tripoli Treaty,,1797-05-30,5,1
Good,6,Cmte on Tripoli Treaty,,1797-05-30,5,1
Henry,3,Cmte on Tripoli Treaty,,1797-05-30,5,1
Hill,1,Cmte on Tripoli Treaty,,1797-05-30,5,1
Lang,4,Cmte on Tripoli Treaty,,1797-05-30,5,1
Lat,2,Cmte on Tripoli Treaty,,1797-05-30,5,1
Laur,2,Cmte on Tripoli Treaty,,1797-05-30,5,1
Liver,2,Cmte on Tripoli Treaty,,1797-05-30,5,1
Marsh,3,Cmte on Tripoli Treaty,,1797-05-30,5,1
Mason,1,Cmte on Tripoli Treaty,,1797-05-30,5,1
Paine,1,Cmte on Tripoli Treaty,,1797-05-30,5,1
Read,1,Cmte on Tripoli Treaty,,1797-05-30,5,1
Ross,4,Cmte on Tripoli Treaty,,1797-05-30,5,1
Stockt,3,Cmte on Tripoli Treaty,,1797-05-30,5,1
Taze,6,Cmte on Tripoli Treaty,,1797-05-30,5,1
Tatt,1,Cmte on Tripoli Treaty,,1797-05-30,5,1
Tich,1,Cmte on Tripoli Treaty,,1797-05-30,5,1
Tracy,6,Cmte on Tripoli Treaty,,1797-05-30,5,1
Vining,4,Cmte on Tripoli Treaty,,1797-05-30,5,1
Blood,8,Cmte on bill export of ammo,,1797-05-31,5,1
Blount,1,Cmte on bill export of ammo,,1797-05-31,5,1
Brown,12,Cmte on bill export of ammo,,1797-05-31,5,1
Good,1,Cmte on bill export of ammo,,1797-05-31,5,1
Hunter,2,Cmte on bill export of ammo,,1797-05-31,5,1
Lang,1,Cmte on bill export of ammo,,1797-05-31,5,1
Laur,3,Cmte on bill export of ammo,,1797-05-31,5,1
Liver,3,Cmte on bill export of ammo,,1797-05-31,5,1
Paine,1,Cmte on bill export of ammo,,1797-05-31,5,1
Read,13,Cmte on bill export of ammo,,1797-05-31,5,1
Ross,2,Cmte on bill export of ammo,,1797-05-31,5,1
Sedg,1,Cmte on bill export of ammo,,1797-05-31,5,1
Stock,3,Cmte on bill export of ammo,,1797-05-31,5,1
Taze,4,Cmte on bill export of ammo,,1797-05-31,5,1
Tich,1,Cmte on bill export of ammo,,1797-05-31,5,1
Tracy,2,Cmte on bill export of ammo,,1797-05-31,5,1
Vining,2,Cmte on bill export of ammo,,1797-05-31,5,1
Blood,4,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Brad,2,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Brown,5,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Good,1,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Hunter,1,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Lang,3,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Laur,3,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Liver,3,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Paine,1,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Read,14,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Ross,18,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Sedg,4,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Stock,3,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Taze,3,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Tracy,4,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Vining,2,Cmte on amendment to bill export ammo,,1797-06-07,5,2
Blount,4,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Brad,1,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Brown,9,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Henry,1,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Hill,1,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Hunter,1,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Lang,2,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Lat,1,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Laur,1,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Liver,2,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Marsh,2,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Mart,1,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Paine,3,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Ross,9,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Ruthe,3,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Sedg,1,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Stockt,2,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Tatt,1,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Taze,8,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Tracy,12,Cmte on message of PUS treaty with Spain FL boundary,,1797-06-14,5,2
Blood,1,Cmte on ports & harbors,,1797-06-16,5,2
Brad,3,Cmte on ports & harbors,,1797-06-16,5,2
Goodh,3,Cmte on ports & harbors,,1797-06-16,5,2
Henry,9,Cmte on ports & harbors,,1797-06-16,5,2
Lang,5,Cmte on ports & harbors,,1797-06-16,5,2
Lat,1,Cmte on ports & harbors,,1797-06-16,5,2
Laur,11,Cmte on ports & harbors,,1797-06-16,5,2
Liver,3,Cmte on ports & harbors,,1797-06-16,5,2
Marsh,2,Cmte on ports & harbors,,1797-06-16,5,2
Mart,2,Cmte on ports & harbors,,1797-06-16,5,2
Mason,2,Cmte on ports & harbors,,1797-06-16,5,2
Paine,3,Cmte on ports & harbors,,1797-06-16,5,2
Read,7,Cmte on ports & harbors,,1797-06-16,5,2
Ross,2,Cmte on ports & harbors,,1797-06-16,5,2
Ruth,1,Cmte on ports & harbors,,1797-06-16,5,2
Sedg,7,Cmte on ports & harbors,,1797-06-16,5,2
Stock,2,Cmte on ports & harbors,,1797-06-16,5,2
Taz,3,Cmte on ports & harbors,,1797-06-16,5,2
Tracy,3,Cmte on ports & harbors,,1797-06-16,5,2
Bing,7,Cmte on bill register ships,,1797-06-19,5,2
Blood,1,Cmte on bill register ships,,1797-06-19,5,2
Brad,5,Cmte on bill register ships,,1797-06-19,5,2
Brown,1,Cmte on bill register ships,,1797-06-19,5,2
Cocke,1,Cmte on bill register ships,,1797-06-19,5,2
Foster,2,Cmte on bill register ships,,1797-06-19,5,2
Goodh,16,Cmte on bill register ships,,1797-06-19,5,2
Henry,2,Cmte on bill register ships,,1797-06-19,5,2
Hill,2,Cmte on bill register ships,,1797-06-19,5,2
Hunter,2,Cmte on bill register ships,,1797-06-19,5,2
Lang,6,Cmte on bill register ships,,1797-06-19,5,2
Lat,3,Cmte on bill register ships,,1797-06-19,5,2
Laur,1,Cmte on bill register ships,,1797-06-19,5,2
Liver,1,Cmte on bill register ships,,1797-06-19,5,2
Mason,1,Cmte on bill register ships,,1797-06-19,5,2
Paine,1,Cmte on bill register ships,,1797-06-19,5,2
Read,5,Cmte on bill register ships,,1797-06-19,5,2
Ross,2,Cmte on bill register ships,,1797-06-19,5,2
Ruth,1,Cmte on bill register ships,,1797-06-19,5,2
Stock,2,Cmte on bill register ships,,1797-06-19,5,2
Taz,5,Cmte on bill register ships,,1797-06-19,5,2
Tich,1,Cmte on bill register ships,,1797-06-19,5,2
Tracy,1,Cmte on bill register ships,,1797-06-19,5,2
Blood,1,Cmte bill British Agents,,1797-06-20,5,2
Brown,7,Cmte bill British Agents,,1797-06-20,5,2
Good,1,Cmte bill British Agents,,1797-06-20,5,2
Henry,7,Cmte bill British Agents,,1797-06-20,5,2
Hill,2,Cmte bill British Agents,,1797-06-20,5,2
Hunter,2,Cmte bill British Agents,,1797-06-20,5,2
Lang,1,Cmte bill British Agents,,1797-06-20,5,2
Lat,2,Cmte bill British Agents,,1797-06-20,5,2
Laur,3,Cmte bill British Agents,,1797-06-20,5,2
Liver,4,Cmte bill British Agents,,1797-06-20,5,2
Marsh,1,Cmte bill British Agents,,1797-06-20,5,2
Mart,1,Cmte bill British Agents,,1797-06-20,5,2
Mason,1,Cmte bill British Agents,,1797-06-20,5,2
Paine,1,Cmte bill British Agents,,1797-06-20,5,2
Read,3,Cmte bill British Agents,,1797-06-20,5,2
Ross,2,Cmte bill British Agents,,1797-06-20,5,2
Sedg,4,Cmte bill British Agents,,1797-06-20,5,2
Stock,5,Cmte bill British Agents,,1797-06-20,5,2
Tatt,1,Cmte bill British Agents,,1797-06-20,5,2
Taz,13,Cmte bill British Agents,,1797-06-20,5,2
Tich,1,Cmte bill British Agents,,1797-06-20,5,2
Tracy,3,Cmte bill British Agents,,1797-06-20,5,2
Blood,3,Cmte on bill militia,,1797-06-20,5,2
Brad,4,Cmte on bill militia,,1797-06-20,5,2
Brown,3,Cmte on bill militia,,1797-06-20,5,2
Goodh,1,Cmte on bill militia,,1797-06-20,5,2
Henry,1,Cmte on bill militia,,1797-06-20,5,2
Hill,1,Cmte on bill militia,,1797-06-20,5,2
Lang,4,Cmte on bill militia,,1797-06-20,5,2
Lat,2,Cmte on bill militia,,1797-06-20,5,2
Laur,5,Cmte on bill militia,,1797-06-20,5,2
Liver,3,Cmte on bill militia,,1797-06-20,5,2
Marsh,1,Cmte on bill militia,,1797-06-20,5,2
Mart,2,Cmte on bill militia,,1797-06-20,5,2
Mason,2,Cmte on bill militia,,1797-06-20,5,2
Read,1,Cmte on bill militia,,1797-06-20,5,2
Ross,4,Cmte on bill militia,,1797-06-20,5,2
Ruth,3,Cmte on bill militia,,1797-06-20,5,2
Stockt,1,Cmte on bill militia,,1797-06-20,5,2
Tatt,4,Cmte on bill militia,,1797-06-20,5,2
Taz,5,Cmte on bill militia,,1797-06-20,5,2
Tich,3,Cmte on bill militia,,1797-06-20,5,2
Tracy,4,Cmte on bill militia,,1797-06-20,5,2
Bing,10,cmte on bill private army ships,,1797-06-21,5,2
Blount,1,cmte on bill private army ships,,1797-06-21,5,2
Brad,2,cmte on bill private army ships,,1797-06-21,5,2
Brown,3,cmte on bill private army ships,,1797-06-21,5,2
Fost,1,cmte on bill private army ships,,1797-06-21,5,2
Goodh,12,cmte on bill private army ships,,1797-06-21,5,2
Henry,3,cmte on bill private army ships,,1797-06-21,5,2
Hill,3,cmte on bill private army ships,,1797-06-21,5,2
Hunter,1,cmte on bill private army ships,,1797-06-21,5,2
Lang,9,cmte on bill private army ships,,1797-06-21,5,2
Laur,10,cmte on bill private army ships,,1797-06-21,5,2
Livermore,11,cmte on bill private army ships,,1797-06-21,5,2
Marsh,3,cmte on bill private army ships,,1797-06-21,5,2
Mason,1,cmte on bill private army ships,,1797-06-21,5,2
Read,7,cmte on bill private army ships,,1797-06-21,5,2
Ross,6,cmte on bill private army ships,,1797-06-21,5,2
Ruth,5,cmte on bill private army ships,,1797-06-21,5,2
Sedg,1,cmte on bill private army ships,,1797-06-21,5,2
Stock,1,cmte on bill private army ships,,1797-06-21,5,2
Taze,14,cmte on bill private army ships,,1797-06-21,5,2
Tich,3,cmte on bill private army ships,,1797-06-21,5,2
Tracy,15,cmte on bill private army ships,,1797-06-21,5,2
Bing,4,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Brad,1,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Brown,2,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Fost,1,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Goodh,7,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Henry,3,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Lang,3,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Lat,1,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Liver,1,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Read,6,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Ross,7,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Sedg,2,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Tazewell,9,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Tatt,2,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Tracy,2,Cmte of Conference on bill protection of trade,,1797-06-27,5,2
Bing,5,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Brad,6,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Brown,2,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Cocke,1,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Goodh,10,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Henry,2,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Hill,1,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
lang,7,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Liver,5,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Marsh,1,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Mason,1,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Paine,4,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Read,2,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Ross,6,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Ruth,1,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Stock,2,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Taze,6,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Tich,3,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Tracy,16,Cmte on message of PUS on ships for Dey of Algiers,,1797-06-27,5,2
Bing,1,Cmte bill licenses,,1797-06-28,5,3
Blood,1,Cmte bill licenses,,1797-06-28,5,3
Fost,1,Cmte bill licenses,,1797-06-28,5,3
Good,8,Cmte bill licenses,,1797-06-28,5,3
Henry,3,Cmte bill licenses,,1797-06-28,5,3
Hill,5,Cmte bill licenses,,1797-06-28,5,3
Hunter,1,Cmte bill licenses,,1797-06-28,5,3
Lang,3,Cmte bill licenses,,1797-06-28,5,3
Lat,1,Cmte bill licenses,,1797-06-28,5,3
Liver,4,Cmte bill licenses,,1797-06-28,5,3
Mart,1,Cmte bill licenses,,1797-06-28,5,3
Marsh,1,Cmte bill licenses,,1797-06-28,5,3
Mason,1,Cmte bill licenses,,1797-06-28,5,3
Paine,11,Cmte bill licenses,,1797-06-28,5,3
Ross,9,Cmte bill licenses,,1797-06-28,5,3
Ruth,1,Cmte bill licenses,,1797-06-28,5,3
Sedg,7,Cmte bill licenses,,1797-06-28,5,3
Stock,7,Cmte bill licenses,,1797-06-28,5,3
Taze,6,Cmte bill licenses,,1797-06-28,5,3
Tracy,2,Cmte bill licenses,,1797-06-28,5,3
Blood,5,cmte on bill for continuing certain acts,,1797-06-28,5,3
Brad,3,cmte on bill for continuing certain acts,,1797-06-28,5,3
Brown,2,cmte on bill for continuing certain acts,,1797-06-28,5,3
Henry,7,cmte on bill for continuing certain acts,,1797-06-28,5,3
Hill,2,cmte on bill for continuing certain acts,,1797-06-28,5,3
Howard,2,cmte on bill for continuing certain acts,,1797-06-28,5,3
Lang,2,cmte on bill for continuing certain acts,,1797-06-28,5,3
Lat,1,cmte on bill for continuing certain acts,,1797-06-28,5,3
Liver,3,cmte on bill for continuing certain acts,,1797-06-28,5,3
Mart,1,cmte on bill for continuing certain acts,,1797-06-28,5,3
Marsh,1,cmte on bill for continuing certain acts,,1797-06-28,5,3
Paine,2,cmte on bill for continuing certain acts,,1797-06-28,5,3
Read,4,cmte on bill for continuing certain acts,,1797-06-28,5,3
Ross,2,cmte on bill for continuing certain acts,,1797-06-28,5,3
Ruth,1,cmte on bill for continuing certain acts,,1797-06-28,5,3
Sedg,1,cmte on bill for continuing certain acts,,1797-06-28,5,3
Stock,2,cmte on bill for continuing certain acts,,1797-06-28,5,3
Taze,1,cmte on bill for continuing certain acts,,1797-06-28,5,3
Tatt,1,cmte on bill for continuing certain acts,,1797-06-28,5,3
Tich,3,cmte on bill for continuing certain acts,,1797-06-28,5,3
Tracy,10,cmte on bill for continuing certain acts,,1797-06-28,5,3
Bing,5,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Blood,1,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Brad,3,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Brown,1,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Goodh,3,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Henry,3,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Hill,2,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Howard,1,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Lang,3,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Liver,5,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Marsh,17,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Paine,1,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Read,10,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Ross,14,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Stock,1,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Taze,6,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Tracy,2,Cmte on bill to prevent arming of private ships,,1797-06-29,5,2
Brown,1,Cmte on Comptroller letter,,1797-06-30,5,3
Cocke,3,Cmte on Comptroller letter,,1797-06-30,5,3
Goodh,2,Cmte on Comptroller letter,,1797-06-30,5,3
How,1,Cmte on Comptroller letter,,1797-06-30,5,3
Hunter,2,Cmte on Comptroller letter,,1797-06-30,5,3
Lang,1,Cmte on Comptroller letter,,1797-06-30,5,3
Lat,1,Cmte on Comptroller letter,,1797-06-30,5,3
Liver,7,Cmte on Comptroller letter,,1797-06-30,5,3
Paine,3,Cmte on Comptroller letter,,1797-06-30,5,3
Read,12,Cmte on Comptroller letter,,1797-06-30,5,3
Ross,3,Cmte on Comptroller letter,,1797-06-30,5,3
Sedg,3,Cmte on Comptroller letter,,1797-06-30,5,3
Stock,8,Cmte on Comptroller letter,,1797-06-30,5,3
Taz,2,Cmte on Comptroller letter,,1797-06-30,5,3
Tatt,5,Cmte on Comptroller letter,,1797-06-30,5,3
Tich,1,Cmte on Comptroller letter,,1797-06-30,5,3
Tracy,2,Cmte on Comptroller letter,,1797-06-30,5,3
Bing,7,Cmte on stamp act,,1797-07-03,5,3
Blood,1,Cmte on stamp act,,1797-07-03,5,3
Brad,1,Cmte on stamp act,,1797-07-03,5,3
Brown,3,Cmte on stamp act,,1797-07-03,5,3
Good,4,Cmte on stamp act,,1797-07-03,5,3
Henry,6,Cmte on stamp act,,1797-07-03,5,3
Hill,2,Cmte on stamp act,,1797-07-03,5,3
Laur,6,Cmte on stamp act,,1797-07-03,5,3
Liver,5,Cmte on stamp act,,1797-07-03,5,3
Martin,2,Cmte on stamp act,,1797-07-03,5,3
Marsh,1,Cmte on stamp act,,1797-07-03,5,3
Paine,2,Cmte on stamp act,,1797-07-03,5,3
Read,1,Cmte on stamp act,,1797-07-03,5,3
Ross,10,Cmte on stamp act,,1797-07-03,5,3
Ruth,2,Cmte on stamp act,,1797-07-03,5,3
Sedg,3,Cmte on stamp act,,1797-07-03,5,3
Stock,3,Cmte on stamp act,,1797-07-03,5,3
Taz,6,Cmte on stamp act,,1797-07-03,5,3
Tich,1,Cmte on stamp act,,1797-07-03,5,3
