NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE,first,st
ellery,1,Cmte on revisal & unfinished business,,Oct,22,1803,8,1,,
franklin,4,Cmte on revisal & unfinished business,,Oct,22,1803,8,1,,
jackson,5,Cmte on revisal & unfinished business,,Oct,22,1803,8,1,,
logan,4,Cmte on revisal & unfinished business,,Oct,22,1803,8,1,,
nicholas,2,Cmte on revisal & unfinished business,,Oct,22,1803,8,1,,
smith,2,Cmte on revisal & unfinished business,,Oct,22,1803,8,1,Israel,VT
smith,1,Cmte on revisal & unfinished business,,Oct,22,1803,8,1,Samuel,MD
stone,3,Cmte on revisal & unfinished business,,Oct,22,1803,8,1,,
tracy,19,Cmte on revisal & unfinished business,,Oct,22,1803,8,1,,
wells,2,Cmte on revisal & unfinished business,,Oct,22,1803,8,1,,
wright,3,Cmte on revisal & unfinished business,,Oct,22,1803,8,1,,
adams,6,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
anderson,2,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
baldwin,5,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
bradley,23,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
butler,28,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
clinton,22,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
dayton,4,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
franklin,1,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
hillhouse,4,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
jackson,7,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
logan,1,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
nicholas,14,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
pickering,5,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
plumer,1,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
smith,14,Cmte on amendment to the constitution,,Oct,22,1803,8,1,Samuel,MD
stone,3,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
taylor,4,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
tracy,9,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
wells,1,Cmte on amendment to the constitution,,Oct,22,1803,8,1,,
anderson,2,Cmte on LA Bill,,Oct,24,1803,8,1,,
baldwin,10,Cmte on LA Bill,,Oct,24,1803,8,1,,
bradley,2,Cmte on LA Bill,,Oct,24,1803,8,1,,
breckinridge,21,Cmte on LA Bill,,Oct,24,1803,8,1,,
butler,1,Cmte on LA Bill,,Oct,24,1803,8,1,,
clinton,1,Cmte on LA Bill,,Oct,24,1803,8,1,,
cocke,1,Cmte on LA Bill,,Oct,24,1803,8,1,,
dayton,16,Cmte on LA Bill,,Oct,24,1803,8,1,,
franklin,1,Cmte on LA Bill,,Oct,24,1803,8,1,,
jackson,1,Cmte on LA Bill,,Oct,24,1803,8,1,,
logan,2,Cmte on LA Bill,,Oct,24,1803,8,1,,
nicholas,2,Cmte on LA Bill,,Oct,24,1803,8,1,,
pickering,2,Cmte on LA Bill,,Oct,24,1803,8,1,,
plumer,1,Cmte on LA Bill,,Oct,24,1803,8,1,,
smith,6,Cmte on LA Bill,,Oct,24,1803,8,1,Israel,VT
smith,1,Cmte on LA Bill,,Oct,24,1803,8,1,Samuel,MD
stone,3,Cmte on LA Bill,,Oct,24,1803,8,1,,
taylor,4,Cmte on LA Bill,,Oct,24,1803,8,1,,
tracy,3,Cmte on LA Bill,,Oct,24,1803,8,1,,
adams,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
baldwin,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
bradley,3,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
breckinridge,4,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
cocke,4,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
franklin,12,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
hillhouse,8,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
jackson,4,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
maclay,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
nicholas,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
olcott,3,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
plumer,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
potter,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
stone,1,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
tracy,6,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
wells,9,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
worthington,18,Cmte on petition of Martha Seamans,,Oct,27,1803,8,1,,
bailey,1,Cmte on enrolled bills,,Oct,29,1803,8,1,,
condit,2,Cmte on enrolled bills,,Oct,29,1803,8,1,,
smith,12,Cmte on enrolled bills,,Oct,29,1803,8,1,Israel,VT
smith,1,Cmte on enrolled bills,,Oct,29,1803,8,1,Samuel,MD
stone,2,Cmte on enrolled bills,,Oct,29,1803,8,1,,
worthington,4,Cmte on enrolled bills,,Oct,29,1803,8,1,,
anderson,1,Conference cmte on LA Bill,,Oct,29,1803,8,1,,
baldwin,2,Conference cmte on LA Bill,,Oct,29,1803,8,1,,
breckinridge,16,Conference cmte on LA Bill,,Oct,29,1803,8,1,,
cocke,4,Conference cmte on LA Bill,,Oct,29,1803,8,1,,
dayton,11,Conference cmte on LA Bill,,Oct,29,1803,8,1,,
hillhouse,1,Conference cmte on LA Bill,,Oct,29,1803,8,1,,
smith,1,Conference cmte on LA Bill,,Oct,29,1803,8,1,Samuel,MD
tracy,1,Conference cmte on LA Bill,,Oct,29,1803,8,1,,
wright,7,Conference cmte on LA Bill,,Oct,29,1803,8,1,,
baldwin,1,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
breckinridge,2,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
dayton,2,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
ellery,6,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
franklin,2,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
hillhouse,3,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
logan,1,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
pickering,3,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
plumer,1,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
smith,1,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,Israel,VT
smith,1,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,John,NY
smith,1,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,John,OH
smith,11,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,Samuel,MD
stone,2,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
tracy,3,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
wells,5,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
white,2,cmte on drawback on goods transported bill,,Feb,24,1804,8,10,,
baldwin,3,Cmte on naval establishment,,Feb,24,1804,8,10,,
bradley,12,Cmte on naval establishment,,Feb,24,1804,8,10,,
breckinridge,4,Cmte on naval establishment,,Feb,24,1804,8,10,,
cocke,1,Cmte on naval establishment,,Feb,24,1804,8,10,,
condit,1,Cmte on naval establishment,,Feb,24,1804,8,10,,
dayton,14,Cmte on naval establishment,,Feb,24,1804,8,10,,
ellery,1,Cmte on naval establishment,,Feb,24,1804,8,10,,
franklin,6,Cmte on naval establishment,,Feb,24,1804,8,10,,
hillhouse,1,Cmte on naval establishment,,Feb,24,1804,8,10,,
jackson,14,Cmte on naval establishment,,Feb,24,1804,8,10,,
logan,1,Cmte on naval establishment,,Feb,24,1804,8,10,,
nicholas,5,Cmte on naval establishment,,Feb,24,1804,8,10,,
potter,2,Cmte on naval establishment,,Feb,24,1804,8,10,,
smith,1,Cmte on naval establishment,,Feb,24,1804,8,10,Israel,VT
smith,2,Cmte on naval establishment,,Feb,24,1804,8,10,Samuel,MD
sumter,1,Cmte on naval establishment,,Feb,24,1804,8,10,,
tracy,1,Cmte on naval establishment,,Feb,24,1804,8,10,,
venable,1,Cmte on naval establishment,,Feb,24,1804,8,10,,
worthington,1,Cmte on naval establishment,,Feb,24,1804,8,10,,
wright,1,Cmte on naval establishment,,Feb,24,1804,8,10,,
armstrong,1,Cmte on GL Davidson,,Feb,29,1804,8,10,,
baldwin,4,Cmte on GL Davidson,,Feb,29,1804,8,10,,
bradley,5,Cmte on GL Davidson,,Feb,29,1804,8,10,,
brown,4,Cmte on GL Davidson,,Feb,29,1804,8,10,,
condit,1,Cmte on GL Davidson,,Feb,29,1804,8,10,,
dayton,1,Cmte on GL Davidson,,Feb,29,1804,8,10,,
franklin,1,Cmte on GL Davidson,,Feb,29,1804,8,10,,
hillhouse,2,Cmte on GL Davidson,,Feb,29,1804,8,10,,
jackson,3,Cmte on GL Davidson,,Feb,29,1804,8,10,,
logan,1,Cmte on GL Davidson,,Feb,29,1804,8,10,,
maclay,1,Cmte on GL Davidson,,Feb,29,1804,8,10,,
nicholas,1,Cmte on GL Davidson,,Feb,29,1804,8,10,,
olcott,2,Cmte on GL Davidson,,Feb,29,1804,8,10,,
plumer,2,Cmte on GL Davidson,,Feb,29,1804,8,10,,
potter,2,Cmte on GL Davidson,,Feb,29,1804,8,10,,
smith,1,Cmte on GL Davidson,,Feb,29,1804,8,10,Israel,VT
smith,1,Cmte on GL Davidson,,Feb,29,1804,8,10,John,NY
smith,1,Cmte on GL Davidson,,Feb,29,1804,8,10,John,OH
stone,1,Cmte on GL Davidson,,Feb,29,1804,8,10,,
tracy,10,Cmte on GL Davidson,,Feb,29,1804,8,10,,
venable,2,Cmte on GL Davidson,,Feb,29,1804,8,10,,
wells,1,Cmte on GL Davidson,,Feb,29,1804,8,10,,
white,4,Cmte on GL Davidson,,Feb,29,1804,8,10,,
wright,1,Cmte on GL Davidson,,Feb,29,1804,8,10,,
adams,2,cmte on NC act,,Feb,29,1804,8,10,,
baldwin,4,cmte on NC act,,Feb,29,1804,8,10,,
bradley,6,cmte on NC act,,Feb,29,1804,8,10,,
breckinridge,2,cmte on NC act,,Feb,29,1804,8,10,,
brown,5,cmte on NC act,,Feb,29,1804,8,10,,
cocke,7,cmte on NC act,,Feb,29,1804,8,10,,
ellery,1,cmte on NC act,,Feb,29,1804,8,10,,
hillhouse,1,cmte on NC act,,Feb,29,1804,8,10,,
jackson,2,cmte on NC act,,Feb,29,1804,8,10,,
maclay,1,cmte on NC act,,Feb,29,1804,8,10,,
plumer,1,cmte on NC act,,Feb,29,1804,8,10,,
smith,1,cmte on NC act,,Feb,29,1804,8,10,John,NY
stone,7,cmte on NC act,,Feb,29,1804,8,10,,
sumter,1,cmte on NC act,,Feb,29,1804,8,10,,
venable,3,cmte on NC act,,Feb,29,1804,8,10,,
tracy,7,cmte on NC act,,Feb,29,1804,8,10,,
worthington,3,cmte on NC act,,Feb,29,1804,8,10,,
anderson,7,Cmte on Post Roads,,Feb,29,1804,8,10,,
armstrong,4,Cmte on Post Roads,,Feb,29,1804,8,10,,
baldwin,1,Cmte on Post Roads,,Feb,29,1804,8,10,,
bradley,5,Cmte on Post Roads,,Feb,29,1804,8,10,,
breckinridge,1,Cmte on Post Roads,,Feb,29,1804,8,10,,
brown,3,Cmte on Post Roads,,Feb,29,1804,8,10,,
condit,1,Cmte on Post Roads,,Feb,29,1804,8,10,,
dayton,1,Cmte on Post Roads,,Feb,29,1804,8,10,,
ellery,1,Cmte on Post Roads,,Feb,29,1804,8,10,,
franklin,2,Cmte on Post Roads,,Feb,29,1804,8,10,,
hillhouse,1,Cmte on Post Roads,,Feb,29,1804,8,10,,
jackson,6,Cmte on Post Roads,,Feb,29,1804,8,10,,
pickering,2,Cmte on Post Roads,,Feb,29,1804,8,10,,
smith,2,Cmte on Post Roads,,Feb,29,1804,8,10,Israel,VT
smith,1,Cmte on Post Roads,,Feb,29,1804,8,10,John,OH
stone,1,Cmte on Post Roads,,Feb,29,1804,8,10,,
sumter,1,Cmte on Post Roads,,Feb,29,1804,8,10,,
tracy,2,Cmte on Post Roads,,Feb,29,1804,8,10,,
venable,2,Cmte on Post Roads,,Feb,29,1804,8,10,,
worthington,3,Cmte on Post Roads,,Feb,29,1804,8,10,,
armstrong,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
baldwin,3,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
bradley,2,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
breckinridge,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
condit,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
ellery,2,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
franklin,6,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
hillhouse,2,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
jackson,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
logan,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
nicholas,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
pickering,2,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
smith,5,Cmte on Canadian Refugees,,Mar,1,1804,8,10,Israel,VT
smith,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10,John,OH
smith,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10,Samuel,MD
stone,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
sumter,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
tracy,2,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
venable,2,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
wells,1,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
white,5,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
worthington,9,Cmte on Canadian Refugees,,Mar,1,1804,8,10,,
anderson,1,Cmte on VA law,,Mar,1,1804,8,10,,
armstrong,3,Cmte on VA law,,Mar,1,1804,8,10,,
baldwin,1,Cmte on VA law,,Mar,1,1804,8,10,,
cocke,1,Cmte on VA law,,Mar,1,1804,8,10,,
condit,1,Cmte on VA law,,Mar,1,1804,8,10,,
dayton,1,Cmte on VA law,,Mar,1,1804,8,10,,
franklin,3,Cmte on VA law,,Mar,1,1804,8,10,,
hillhouse,2,Cmte on VA law,,Mar,1,1804,8,10,,
jackson,1,Cmte on VA law,,Mar,1,1804,8,10,,
logan,3,Cmte on VA law,,Mar,1,1804,8,10,,
nicholas,4,Cmte on VA law,,Mar,1,1804,8,10,,
plumer,2,Cmte on VA law,,Mar,1,1804,8,10,,
potter,1,Cmte on VA law,,Mar,1,1804,8,10,,
smith,1,Cmte on VA law,,Mar,1,1804,8,10,Israel,VT
smith,1,Cmte on VA law,,Mar,1,1804,8,10,Samuel,MD
stone,6,Cmte on VA law,,Mar,1,1804,8,10,,
sumter,1,Cmte on VA law,,Mar,1,1804,8,10,,
venable,17,Cmte on VA law,,Mar,1,1804,8,10,,
wells,1,Cmte on VA law,,Mar,1,1804,8,10,,
white,1,Cmte on VA law,,Mar,1,1804,8,10,,
wright,2,Cmte on VA law,,Mar,1,1804,8,10,,
adams,4,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
armstrong,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
baldwin,8,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
bradley,2,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
breckinridge,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
brown,2,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
franklin,2,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
jackson,4,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
logan,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
maclay,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
nicholas,3,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
olcott,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
pickering,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
plumer,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
smith,3,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,Israel,VT
smith,5,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,John,NY
smith,4,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,Samuel,MD
stone,3,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
tracy,2,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
venable,2,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
wells,1,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
white,2,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
wright,3,cmte on appropriations for spanish Convention,,Mar,3,1804,8,10,,
anderson,1,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
baldwin,3,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
bradley,2,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
brown,1,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
cocke,4,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
ellery,9,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
franklin,2,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
logan,1,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
nicholas,8,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
plumer,1,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
potter,10,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
smith,1,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,Israel,VT
stone,2,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
tracy,3,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
venable,7,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
white,3,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
wright,3,Cmte on district courts (VA & RI),,Mar,3,1804,8,11,,
adams,1,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11,,
baldwin,8,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11,,
bradley,7,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11,,
breckinridge,19,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11,,
cocke,1,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11,,
jackson,1,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11,,
nicholas,1,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11,,
smith,16,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11,Israel,VT
stone,17,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11,,
tracy,10,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11,,
venable,2,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11,,
white,1,Cmte on trial records (Cmte to make up record of court),,Mar,3,1804,8,11,,
anderson,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
armstrong,2,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
baldwin,4,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
bradley,2,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
breckinridge,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
brown,4,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
dayton,4,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
ellery,2,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
franklin,6,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
jackson,2,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
pickering,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
smith,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11,Israel,VT
stone,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
sumter,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
tracy,2,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
venable,6,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
white,1,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
worthington,5,Cmte on military lands warrants bill,,Mar,5,1804,8,11,,
anderson,5,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
baldwin,3,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
breckinridge,6,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
brown,2,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
cocke,1,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
dayton,3,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
franklin,2,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
hillhouse,1,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
jackson,1,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
nicholas,1,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
smith,1,Cmte on civil govt for LA,,Mar,5,1804,8,11,Israel,VT
smith,1,Cmte on civil govt for LA,,Mar,5,1804,8,11,John,NY
smith,1,Cmte on civil govt for LA,,Mar,5,1804,8,11,John,OH
smith,3,Cmte on civil govt for LA,,Mar,5,1804,8,11,Samuel,MD
stone,3,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
sumter,3,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
tracy,2,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
venable,2,Cmte on civil govt for LA,,Mar,5,1804,8,11,,
adams,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
anderson,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
armstrong,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
baldwin,3,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
dayton,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
ellery,12,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
franklin,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
hillhouse,4,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
jackson,11,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
nicholas,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
olcott,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
pickering,2,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
potter,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
smith,6,Cmte on lighthouse amendment,,Mar,6,1804,8,11,Samuel,MD
stone,3,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
wright,1,Cmte on lighthouse amendment,,Mar,6,1804,8,11,,
anderson,4,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
armstrong,2,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
baldwin,12,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
bradley,3,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
breckinridge,3,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
brown,4,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
cocke,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
dayton,3,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
ellery,2,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
franklin,3,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
hillhouse,2,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
jackson,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
logan,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
maclay,2,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
nicholas,2,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
pickering,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
plumer,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
smith,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,Samuel,MD
stone,7,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
tracy,5,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
venable,2,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
wells,1,Cmte on Accts [Cmte on treasury bill],,Mar,6,1804,8,11,,
