NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE
hillhouse,1,Cmte NC bill,,Apr,10,1798,5,10
howard,1,Cmte NC bill,,Apr,10,1798,5,10
langdon,2,Cmte NC bill,,Apr,10,1798,5,10
latimer,1,Cmte NC bill,,Apr,10,1798,5,10
laurance,2,Cmte NC bill,,Apr,10,1798,5,10
livermore,3,Cmte NC bill,,Apr,10,1798,5,10
lloyd,2,Cmte NC bill,,Apr,10,1798,5,10
martin,11,Cmte NC bill,,Apr,10,1798,5,10
paine,3,Cmte NC bill,,Apr,10,1798,5,10
read,1,Cmte NC bill,,Apr,10,1798,5,10
ross,2,Cmte NC bill,,Apr,10,1798,5,10
sedgwick,2,Cmte NC bill,,Apr,10,1798,5,10
tattnall,1,Cmte NC bill,,Apr,10,1798,5,10
tazewell,6,Cmte NC bill,,Apr,10,1798,5,10
tracy,1,Cmte NC bill,,Apr,10,1798,5,10
bingham,4,emte on sick seamen,,Apr,13,1798,5,10
brown,1,emte on sick seamen,,Apr,13,1798,5,10
chipman,1,emte on sick seamen,,Apr,13,1798,5,10
foster,1,emte on sick seamen,,Apr,13,1798,5,10
goodhue,10,emte on sick seamen,,Apr,13,1798,5,10
greene,1,emte on sick seamen,,Apr,13,1798,5,10
hillhouse,2,emte on sick seamen,,Apr,13,1798,5,10
howard,2,emte on sick seamen,,Apr,13,1798,5,10
langdon,7,emte on sick seamen,,Apr,13,1798,5,10
laurance,2,emte on sick seamen,,Apr,13,1798,5,10
livermore,4,emte on sick seamen,,Apr,13,1798,5,10
marshall,1,emte on sick seamen,,Apr,13,1798,5,10
mason,1,emte on sick seamen,,Apr,13,1798,5,10
paine,1,emte on sick seamen,,Apr,13,1798,5,10
read,9,emte on sick seamen,,Apr,13,1798,5,10
sedgwick,2,emte on sick seamen,,Apr,13,1798,5,10
stockton,2,emte on sick seamen,,Apr,13,1798,5,10
tazewell,1,emte on sick seamen,,Apr,13,1798,5,10
tracy,1,emte on sick seamen,,Apr,13,1798,5,10
anderson,1,Cmte Mohawk treaty,,Apr,13,1798,5,10
bingham,2,Cmte Mohawk treaty,,Apr,13,1798,5,10
bloodworth,6,Cmte Mohawk treaty,,Apr,13,1798,5,10
clayton,1,Cmte Mohawk treaty,,Apr,13,1798,5,10
foster,3,Cmte Mohawk treaty,,Apr,13,1798,5,10
goodhue,1,Cmte Mohawk treaty,,Apr,13,1798,5,10
greene,4,Cmte Mohawk treaty,,Apr,13,1798,5,10
hillhouse,3,Cmte Mohawk treaty,,Apr,13,1798,5,10
hobart,1,Cmte Mohawk treaty,,Apr,13,1798,5,10
hunter,2,Cmte Mohawk treaty,,Apr,13,1798,5,10
langdon,2,Cmte Mohawk treaty,,Apr,13,1798,5,10
laurance,10,Cmte Mohawk treaty,,Apr,13,1798,5,10
livermore,8,Cmte Mohawk treaty,,Apr,13,1798,5,10
lloyd,1,Cmte Mohawk treaty,,Apr,13,1798,5,10
marshall,1,Cmte Mohawk treaty,,Apr,13,1798,5,10
martin,1,Cmte Mohawk treaty,,Apr,13,1798,5,10
mason,2,Cmte Mohawk treaty,,Apr,13,1798,5,10
paine,3,Cmte Mohawk treaty,,Apr,13,1798,5,10
read,2,Cmte Mohawk treaty,,Apr,13,1798,5,10
rutherfurd,3,Cmte Mohawk treaty,,Apr,13,1798,5,10
tazewell,4,Cmte Mohawk treaty,,Apr,13,1798,5,10
tracy,1,Cmte Mohawk treaty,,Apr,13,1798,5,10
bloodworth,1,Cmte sale of lands,,Apr,17,1798,5,10
brown,15,Cmte sale of lands,,Apr,17,1798,5,10
chipman,1,Cmte sale of lands,,Apr,17,1798,5,10
greene,1,Cmte sale of lands,,Apr,17,1798,5,10
howard,2,Cmte sale of lands,,Apr,17,1798,5,10
langdon,1,Cmte sale of lands,,Apr,17,1798,5,10
laurance,3,Cmte sale of lands,,Apr,17,1798,5,10
livermore,1,Cmte sale of lands,,Apr,17,1798,5,10
marshall,2,Cmte sale of lands,,Apr,17,1798,5,10
mason,1,Cmte sale of lands,,Apr,17,1798,5,10
paine,1,Cmte sale of lands,,Apr,17,1798,5,10
ross,11,Cmte sale of lands,,Apr,17,1798,5,10
sedgwick,2,Cmte sale of lands,,Apr,17,1798,5,10
stockton,5,Cmte sale of lands,,Apr,17,1798,5,10
tattnall,1,Cmte sale of lands,,Apr,17,1798,5,10
tazewell,3,Cmte sale of lands,,Apr,17,1798,5,10
tracy,3,Cmte sale of lands,,Apr,17,1798,5,10
bloodworth,1,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
brown,1,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
foster,2,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
goodhue,5,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
greene,11,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
hillhouse,2,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
howard,1,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
langdon,4,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
latimer,3,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
livermore,9,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
marshall,1,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
martin,1,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
mason,5,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
read,3,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
sedgwick,4,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
stockton,1,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
tattnall,4,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
tazewell,4,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
tracy,3,cmte lighthouse Point Comfort,,Apr,19,1798,5,10
anderson,3,Cmte on nomination of Gov,,Apr,19,1798,5,10
brown,5,Cmte on nomination of Gov,,Apr,19,1798,5,10
howard,1,Cmte on nomination of Gov,,Apr,19,1798,5,10
livermore,5,Cmte on nomination of Gov,,Apr,19,1798,5,10
marshall,1,Cmte on nomination of Gov,,Apr,19,1798,5,10
martin,1,Cmte on nomination of Gov,,Apr,19,1798,5,10
mason,2,Cmte on nomination of Gov,,Apr,19,1798,5,10
read,5,Cmte on nomination of Gov,,Apr,19,1798,5,10
ross,17,Cmte on nomination of Gov,,Apr,19,1798,5,10
sedgwick,13,Cmte on nomination of Gov,,Apr,19,1798,5,10
stockton,1,Cmte on nomination of Gov,,Apr,19,1798,5,10
tattnall,6,Cmte on nomination of Gov,,Apr,19,1798,5,10
tazewell,1,Cmte on nomination of Gov,,Apr,19,1798,5,10
tracy,2,Cmte on nomination of Gov,,Apr,19,1798,5,10
anderson,5,Cmte on Marshall’s motion relative to district courts of KY,,Apr,20,1798,5,10
bloodworth,2,Cmte on Marshall’s motion relative to district courts of KY,,Apr,20,1798,5,10
brown,3,Cmte on Marshall’s motion relative to district courts of KY,,Apr,20,1798,5,10
laurance,3,Cmte on Marshall’s motion relative to district courts of KY,,Apr,20,1798,5,10
livermore,7,Cmte on Marshall’s motion relative to district courts of KY,,Apr,20,1798,5,10
marshall,18,Cmte on Marshall’s motion relative to district courts of KY,,Apr,20,1798,5,10
martin,1,Cmte on Marshall’s motion relative to district courts of KY,,Apr,20,1798,5,10
read,1,Cmte on Marshall’s motion relative to district courts of KY,,Apr,20,1798,5,10
ross,2,Cmte on Marshall’s motion relative to district courts of KY,,Apr,20,1798,5,10
sedgwick,11,Cmte on Marshall’s motion relative to district courts of KY,,Apr,20,1798,5,10
tazewell,2,Cmte on Marshall’s motion relative to district courts of KY,,Apr,20,1798,5,10
tracy,2,Cmte on Marshall’s motion relative to district courts of KY,,Apr,20,1798,5,10
anderson,1,Cmte on Ob Brown,,Apr,25,1798,5,10
bingham,1,Cmte on Ob Brown,,Apr,25,1798,5,10
bloodworth,3,Cmte on Ob Brown,,Apr,25,1798,5,10
brown,2,Cmte on Ob Brown,,Apr,25,1798,5,10
chipman,2,Cmte on Ob Brown,,Apr,25,1798,5,10
clayton,2,Cmte on Ob Brown,,Apr,25,1798,5,10
foster,1,Cmte on Ob Brown,,Apr,25,1798,5,10
goodhue,1,Cmte on Ob Brown,,Apr,25,1798,5,10
greene,10,Cmte on Ob Brown,,Apr,25,1798,5,10
hillhouse,2,Cmte on Ob Brown,,Apr,25,1798,5,10
howard,1,Cmte on Ob Brown,,Apr,25,1798,5,10
langdon,5,Cmte on Ob Brown,,Apr,25,1798,5,10
latimer,2,Cmte on Ob Brown,,Apr,25,1798,5,10
laurance,3,Cmte on Ob Brown,,Apr,25,1798,5,10
livermore,6,Cmte on Ob Brown,,Apr,25,1798,5,10
marshall,2,Cmte on Ob Brown,,Apr,25,1798,5,10
martin,2,Cmte on Ob Brown,,Apr,25,1798,5,10
mason,1,Cmte on Ob Brown,,Apr,25,1798,5,10
read,2,Cmte on Ob Brown,,Apr,25,1798,5,10
ross,3,Cmte on Ob Brown,,Apr,25,1798,5,10
sedgwick,6,Cmte on Ob Brown,,Apr,25,1798,5,10
tazewell,3,Cmte on Ob Brown,,Apr,25,1798,5,10
tracy,4,Cmte on Ob Brown,,Apr,25,1798,5,10
anderson,1,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
bingham,2,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
bloodworth,3,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
clayton,3,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
foster,2,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
goodhue,3,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
greene,5,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
hillhouse,1,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
howard,2,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
langdon,3,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
latimer,2,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
laurance,1,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
livermore,6,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
marshall,4,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
ross,2,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
sedgwick,1,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
tazewell,3,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
tracy,13,Cmte bill smith & strong & aupoix,,Apr,25,1798,5,10
anderson,2,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
bingham,8,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
brown,2,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
goodhue,1,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
greene,3,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
hillhouse,15,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
howard,1,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
langdon,4,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
laurance,11,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
livermore,16,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
marshall,1,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
martin,5,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
mason,2,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
read,15,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
ross,2,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
sedgwick,13,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
tattnall,2,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
tazewell,8,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
tracy,2,Cmte Hillhouse’s motion--Alien’s,,Apr,26,1798,5,10
anderson,10,Cmte on bill James Ore,,Apr,30,1798,5,10
brown,4,Cmte on bill James Ore,,Apr,30,1798,5,10
clayton,2,Cmte on bill James Ore,,Apr,30,1798,5,10
foster,1,Cmte on bill James Ore,,Apr,30,1798,5,10
goodhue,1,Cmte on bill James Ore,,Apr,30,1798,5,10
greene,2,Cmte on bill James Ore,,Apr,30,1798,5,10
hillhouse,1,Cmte on bill James Ore,,Apr,30,1798,5,10
howard,3,Cmte on bill James Ore,,Apr,30,1798,5,10
langdon,2,Cmte on bill James Ore,,Apr,30,1798,5,10
latimer,5,Cmte on bill James Ore,,Apr,30,1798,5,10
laurance,1,Cmte on bill James Ore,,Apr,30,1798,5,10
livermore,5,Cmte on bill James Ore,,Apr,30,1798,5,10
read,3,Cmte on bill James Ore,,Apr,30,1798,5,10
sedgwick,2,Cmte on bill James Ore,,Apr,30,1798,5,10
stockton,1,Cmte on bill James Ore,,Apr,30,1798,5,10
tattnall,1,Cmte on bill James Ore,,Apr,30,1798,5,10
tracy,13,Cmte on bill James Ore,,Apr,30,1798,5,10
bloodworth,1,cmte on Laur Maning petition,,Apr,30,1798,5,11
brown,3,cmte on Laur Maning petition,,Apr,30,1798,5,11
clayton,1,cmte on Laur Maning petition,,Apr,30,1798,5,11
greene,1,cmte on Laur Maning petition,,Apr,30,1798,5,11
hillhouse,1,cmte on Laur Maning petition,,Apr,30,1798,5,11
howard,12,cmte on Laur Maning petition,,Apr,30,1798,5,11
langdon,1,cmte on Laur Maning petition,,Apr,30,1798,5,11
latimer,1,cmte on Laur Maning petition,,Apr,30,1798,5,11
laurance,2,cmte on Laur Maning petition,,Apr,30,1798,5,11
livermore,2,cmte on Laur Maning petition,,Apr,30,1798,5,11
martin,1,cmte on Laur Maning petition,,Apr,30,1798,5,11
mason,2,cmte on Laur Maning petition,,Apr,30,1798,5,11
read,15,cmte on Laur Maning petition,,Apr,30,1798,5,11
sedgwick,5,cmte on Laur Maning petition,,Apr,30,1798,5,11
stockton,1,cmte on Laur Maning petition,,Apr,30,1798,5,11
tattnall,5,cmte on Laur Maning petition,,Apr,30,1798,5,11
tazewell,1,cmte on Laur Maning petition,,Apr,30,1798,5,11
tracy,5,cmte on Laur Maning petition,,Apr,30,1798,5,11
anderson,1,cmte invalids,,Apr,30,1798,5,11
clayton,3,cmte invalids,,Apr,30,1798,5,11
goodhue,2,cmte invalids,,Apr,30,1798,5,11
greene,1,cmte invalids,,Apr,30,1798,5,11
howard,7,cmte invalids,,Apr,30,1798,5,11
langdon,1,cmte invalids,,Apr,30,1798,5,11
latimer,3,cmte invalids,,Apr,30,1798,5,11
laurance,5,cmte invalids,,Apr,30,1798,5,11
livermore,2,cmte invalids,,Apr,30,1798,5,11
marshall,4,cmte invalids,,Apr,30,1798,5,11
martin,1,cmte invalids,,Apr,30,1798,5,11
mason,1,cmte invalids,,Apr,30,1798,5,11
read,12,cmte invalids,,Apr,30,1798,5,11
stockton,1,cmte invalids,,Apr,30,1798,5,11
tattnall,3,cmte invalids,,Apr,30,1798,5,11
anderson,1,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
bingham,7,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
brown,4,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
clayton,1,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
howard,1,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
langdon,2,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
latimer,2,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
laurance,1,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
livermore,3,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
martin,3,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
mason,3,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
read,8,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
sedgwick,10,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
stockton,4,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
tattnall,3,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
tazewell,5,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
tracy,5,Cmte on Pinckney’s letter,,Apr,30,1798,5,11
anderson,3,Cmte on appt of William Thorp & others - Military officers,,Apr,30,1798,5,11
brown,9,Cmte on appt of William Thorp & others - Military officers,,Apr,30,1798,5,11
clayton,2,Cmte on appt of William Thorp & others - Military officers,,Apr,30,1798,5,11
foster,1,Cmte on appt of William Thorp & others - Military officers,,Apr,30,1798,5,11
greene,2,Cmte on appt of William Thorp & others - Military officers,,Apr,30,1798,5,11
hillhouse,1,Cmte on appt of William Thorp & others - Military officers,,Apr,30,1798,5,11
howard,3,Cmte on appt of William Thorp & others - Military officers,,Apr,30,1798,5,11
langdon,4,Cmte on appt of William Thorp & others - Military officers,,Apr,30,1798,5,11
latimer,5,Cmte on appt of William Thorp & others - Military officers,,Apr,30,1798,5,11
laurance,1,Cmte on appt of William Thorp & others - Military officers,,Apr,30,1798,5,11
