NAME,VOTES,COMMITTEE,CMTE_TYPE,MONTH,DAY,YEAR,CONGRESS,PAGE,first,st
dickinson,1,Cmte on bill widows & orphans,,Jan,9,1793,2,10,,
edwards,1,Cmte on bill widows & orphans,,Jan,9,1793,2,10,,
ellsworth,3,Cmte on bill widows & orphans,,Jan,9,1793,2,10,,
foster,5,Cmte on bill widows & orphans,,Jan,9,1793,2,10,,
hawkins,2,Cmte on bill widows & orphans,,Jan,9,1793,2,10,,
izard,2,Cmte on bill widows & orphans,,Jan,9,1793,2,10,,
king,16,Cmte on bill widows & orphans,,Jan,9,1793,2,10,,
read,2,Cmte on bill widows & orphans,,Jan,9,1793,2,10,,
rutherfurd,1,Cmte on bill widows & orphans,,Jan,9,1793,2,10,,
sherman,8,Cmte on bill widows & orphans,,Jan,9,1793,2,10,,
strong,2,Cmte on bill widows & orphans,,Jan,9,1793,2,10,,
taylor,3,Cmte on bill widows & orphans,,Jan,9,1793,2,10,,
bradley,3,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
brown,1,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
butler,2,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
ellsworth,1,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
foster,2,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
hawkins,13,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
henry,1,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
king,8,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
morris,2,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
read,1,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
stanton,1,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
strong,4,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
wingate,2,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
taylor,1,Cmte on bill respecting claims,,Jan,17,1793,2,10,,
bradley,4,Cmte on appropriations,,Jan,10,1793,2,10,,
brown,1,Cmte on appropriations,,Jan,10,1793,2,10,,
butler,2,Cmte on appropriations,,Jan,10,1793,2,10,,
cabot,1,Cmte on appropriations,,Jan,10,1793,2,10,,
edwards,1,Cmte on appropriations,,Jan,10,1793,2,10,,
ellsworth,3,Cmte on appropriations,,Jan,10,1793,2,10,,
foster,1,Cmte on appropriations,,Jan,10,1793,2,10,,
hawkins,2,Cmte on appropriations,,Jan,10,1793,2,10,,
johnston,1,Cmte on appropriations,,Jan,10,1793,2,10,,
izard,7,Cmte on appropriations,,Jan,10,1793,2,10,,
king,2,Cmte on appropriations,,Jan,10,1793,2,10,,
langdon,1,Cmte on appropriations,,Jan,10,1793,2,10,,
monroe,1,Cmte on appropriations,,Jan,10,1793,2,10,,
morris,3,Cmte on appropriations,,Jan,10,1793,2,10,,
sherman,3,Cmte on appropriations,,Jan,10,1793,2,10,,
strong,7,Cmte on appropriations,,Jan,10,1793,2,10,,
taylor,5,Cmte on appropriations,,Jan,10,1793,2,10,,
bassett,2,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
brown,1,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
burr,2,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
butler,2,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
cabot,1,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
dickinson,1,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
ellsworth,7,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
few,3,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
hawkins,4,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
izard,1,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
king,4,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
read,2,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
rutherfurd,1,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
sherman,5,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
strong,6,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
wingate,2,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
taylor,1,Cmte on Invalids etc bill,,Jan,11,1793,2,10,,
bradley,1,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
brown,4,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
dickinson,1,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
edwards,1,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
ellsworth,1,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
few,2,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
hawkins,9,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
henry,4,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
johnston,3,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
king,2,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
langdon,1,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
monroe,3,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
morris,1,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
read,1,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
rutherfurd,16,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
sherman,3,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
strong,8,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
taylor,4,Rutherfurd & ?? Carolina boundary,,Jan,21,1793,2,10,,
bassett,1,Cmte on Garrnager,,Jan,21,1793,2,10,,
bradley,2,Cmte on Garrnager,,Jan,21,1793,2,10,,
brown,6,Cmte on Garrnager,,Jan,21,1793,2,10,,
burr,2,Cmte on Garrnager,,Jan,21,1793,2,10,,
butler,4,Cmte on Garrnager,,Jan,21,1793,2,10,,
dickinson,2,Cmte on Garrnager,,Jan,21,1793,2,10,,
ellsworth,2,Cmte on Garrnager,,Jan,21,1793,2,10,,
few,1,Cmte on Garrnager,,Jan,21,1793,2,10,,
foster,1,Cmte on Garrnager,,Jan,21,1793,2,10,,
hawkins,9,Cmte on Garrnager,,Jan,21,1793,2,10,,
johnston,2,Cmte on Garrnager,,Jan,21,1793,2,10,,
izard,3,Cmte on Garrnager,,Jan,21,1793,2,10,,
king,3,Cmte on Garrnager,,Jan,21,1793,2,10,,
langdon,2,Cmte on Garrnager,,Jan,21,1793,2,10,,
sherman,14,Cmte on Garrnager,,Jan,21,1793,2,10,,
strong,3,Cmte on Garrnager,,Jan,21,1793,2,10,,
taylor,5,Cmte on Garrnager,,Jan,21,1793,2,10,,
wingate,5,Cmte on Garrnager,,Jan,21,1793,2,10,,
bradley,7,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
burr,11,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
brown,6,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
butler,6,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
ellsworth,12,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
few,5,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
foster,3,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
hawkins,6,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
henry,5,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
johnston,4,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
izard,5,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
king,5,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
langdon,2,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
monroe,9,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
morris,2,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
read,4,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
rutherfurd,1,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
sherman,2,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
strong,6,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
wingate,1,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
taylor,4,Cmte on Indian Trade bill,,Jan,21,1793,2,11,,
bassett,1,Cmte on VA officer bill,,Feb,1,1793,2,11,,
bradley,1,Cmte on VA officer bill,,Feb,1,1793,2,11,,
brown,2,Cmte on VA officer bill,,Feb,1,1793,2,11,,
dickinson,1,Cmte on VA officer bill,,Feb,1,1793,2,11,,
ellsworth,3,Cmte on VA officer bill,,Feb,1,1793,2,11,,
henry,1,Cmte on VA officer bill,,Feb,1,1793,2,11,,
johnston,1,Cmte on VA officer bill,,Feb,1,1793,2,11,,
monroe,6,Cmte on VA officer bill,,Feb,1,1793,2,11,,
read,13,Cmte on VA officer bill,,Feb,1,1793,2,11,,
rutherfurd,3,Cmte on VA officer bill,,Feb,1,1793,2,11,,
stanton,1,Cmte on VA officer bill,,Feb,1,1793,2,11,,
sherman,9,Cmte on VA officer bill,,Feb,1,1793,2,11,,
strong,5,Cmte on VA officer bill,,Feb,1,1793,2,11,,
wingate,4,Cmte on VA officer bill,,Feb,1,1793,2,11,,
bassett,1,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
bradley,4,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
brown,1,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
burr,8,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
butler,2,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
ellsworth,12,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
gunn,1,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
hawkins,1,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
johnston,2,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
izard,1,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
king,14,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
monroe,3,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
potts,4,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
read,4,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
robinson,1,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
sherman,1,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
strong,9,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
taylor,6,Cmte of conference bill invalid pensions,,Feb,5,1793,2,11,,
bassett,2,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
bradley,5,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
butler,4,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
cabot,1,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
ellsworth,4,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
gunn,4,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
henry,3,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
izard,9,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
king,12,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
langdon,2,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
morris,3,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
potts,4,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
read,1,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
sherman,2,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
strong,5,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
wingate,2,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
taylor,3,Joint Cmte on examining votes for PUS and VP,,Feb,6,1793,2,11,,
bradley,24,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
burr,4,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
cabot,3,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
few,21,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
foster,1,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
gunn,17,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
henry,2,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
johnston,1,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
king,3,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
monroe,1,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
morris,1,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
potts,2,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
read,1,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
rutherfurd,2,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
strong,5,Cmte to bring bill on collection law,,Feb,7,1793,2,11,,
bassett,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
bradley,5,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
brown,6,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
burr,0,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
dickinson,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
ellsworth,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
foster,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
gunn,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
hawkins,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
henry,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
johnston,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
king,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
langdon,3,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
monroe,2,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
potts,5,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
read,1,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
rutherfurd,11,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
sherman,4,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
strong,3,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
taylor,2,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
wingate,3,Cmte on HR bill respecting inhabitants of Port St Vincent,,Feb,8,1793,2,11,,
bradley,7,Cmte useful arts,,Feb,7,1793,2,11,,
brown,2,Cmte useful arts,,Feb,7,1793,2,11,,
dickinson,1,Cmte useful arts,,Feb,7,1793,2,11,,
ellsworth,3,Cmte useful arts,,Feb,7,1793,2,11,,
few,19,Cmte useful arts,,Feb,7,1793,2,11,,
hawkins,2,Cmte useful arts,,Feb,7,1793,2,11,,
henry,2,Cmte useful arts,,Feb,7,1793,2,11,,
johnston,5,Cmte useful arts,,Feb,7,1793,2,11,,
izard,1,Cmte useful arts,,Feb,7,1793,2,11,,
king,1,Cmte useful arts,,Feb,7,1793,2,11,,
langdon,1,Cmte useful arts,,Feb,7,1793,2,11,,
monroe,2,Cmte useful arts,,Feb,7,1793,2,11,,
potts,4,Cmte useful arts,,Feb,7,1793,2,11,,
read,3,Cmte useful arts,,Feb,7,1793,2,11,,
robinson,1,Cmte useful arts,,Feb,7,1793,2,11,,
rutherfurd,5,Cmte useful arts,,Feb,7,1793,2,11,,
stanton,1,Cmte useful arts,,Feb,7,1793,2,11,,
strong,4,Cmte useful arts,,Feb,7,1793,2,11,,
taylor,3,Cmte useful arts,,Feb,7,1793,2,11,,
wingate,2,Cmte useful arts,,Feb,7,1793,2,11,,
bassett,2,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
bradley,3,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
brown,1,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
cabot,1,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
dickinson,2,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
gunn,2,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
henry,1,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
johnston,2,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
izard,15,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
king,17,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
morris,6,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
potts,1,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
strong,12,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
taylor,4,Cmte to notify PUS of re-election,,Feb,14,1793,2,11,,
bassett,2,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
brown,2,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
cabot,4,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
ellsworth,1,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
few,1,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
foster,11,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
gunn,1,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
hawkins,3,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
henry,1,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
johnston,2,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
izard,1,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
langdon,5,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
monroe,5,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
morris,3,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
potts,1,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
sherman,2,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
strong,1,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
wingate,2,Cmte on Jacob Bell’s bill,,Feb,18,1793,2,11,,
bassett,1,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
bradley,3,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
brown,1,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
burr,1,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
butler,4,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
cabot,1,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
edwards,1,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
ellsworth,10,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
gunn,2,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
hawkins,3,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
king,1,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
langdon,2,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
monroe,14,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
read,2,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
sherman,1,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
stanton,1,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
strong,2,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
wingate,1,Cmte on motion for educations of sons of late Gen Mercer,,Feb,18,1793,2,11,,
bradley,1,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
brown,3,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
butler,1,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
edwards,10,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
ellsworth,2,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
king,5,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
langdon,1,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
monroe,4,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
potts,2,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
read,2,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
sherman,2,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
stanton,1,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
strong,6,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
wingate,2,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
taylor,3,Cmte on bill to establish post road to KY,,Feb,26,1793,2,12,,
brown,1,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
burr,4,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
butler,3,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
cabot,6,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
dickinson,1,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
ellsworth,3,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
gunn,1,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
henry,4,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
johnston,1,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
izard,1,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
king,13,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
langdon,6,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
monroe,1,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
morris,8,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
potts,4,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
read,3,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
rutherfurd,1,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
sherman,2,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
strong,6,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
taylor,1,Cmte on bill to supplement collection of duties goods etc,,Feb,27,1793,2,12,,
